id,state,lga,facility_name
62,Kogi,DEKINA,GH IYALE
63,Kogi,DEKINA,ALL STARS CLINIC ANYIGBA
64,Kogi,DEKINA,OCHIKA HOSPITAL ABOCHO
65,Kogi,DEKINA,MCH DEKINA
66,Kogi,DEKINA,COTTAGE HOSPITAL ABOCHO
67,Kogi,DEKINA,PEACE HOSPITAL ANYIGBA
68,Kogi,DEKINA,GOOD SHEPHERD HOSPITAL ANYIGBA
69,Kogi,DEKINA,AMAZING GRACE HOSPITAL ANYIGBA
70,Kogi,DEKINA,RHEMA HOSPITAL ANYIGBA
71,Kogi,DEKINA,DEKINA PRISON
72,Kogi,DEKINA,ZH DEKINA
73,Kogi,BASSA,GH OGUMA
74,Kogi,BASSA,PHCC OGUMA
75,Kogi,BASSA,PHC KPATA
76,Kogi,BASSA,PHCC GBOLOKO
77,Kogi,BASSA,PHC KPANCHE
78,Kogi,BASSA,PHC ODENYI
79,Kogi,BASSA,PHC UWOMUA
80,Kogi,BASSA,PHC IKENDE
81,Kogi,BASSA,GH SHERIA
82,Kogi,BASSA,ECWA HOSPITAL AKAKANA
83,Kogi,OMALA,PHC BAGANA
84,Kogi,OMALA,GH ABEJUKOLO
85,Kogi,OMALA,AK CLINIC ABEJUKOLO
86,Kogi,OMALA,PHC IBADO
87,Kogi,OMALA,PHC OGBA
88,Kogi,OMALA,PHC BAGAJI
89,Kogi,OMALA,PHC DRISU
90,Kogi,OMALA,PEACE HOSPITAL ABEJUKOLO
91,Kogi,OMALA,AGAPE CLINIC ABEJUKOLO
92,Kogi,OMALA,PHC OGODU
93,Kogi,OMALA,PHC ECHA
94,Kogi,OMALA,PHC ICHEKE
95,Kogi,OMALA,DIVINE HEALTH CENTRE
96,Kogi,OMALA,OCHALA MEMORIAL CLINIC
97,Kogi,IBAJI,PHC OLAKWU
98,Kogi,IBAJI,PHC ONYEDEGA
99,Kogi,IBAJI,PHC UNALE
100,Kogi,IBAJI,PHC UBONYE
101,Kogi,IBAJI,PHC OJEBE
102,Kogi,IBAJI,PHC ICHALA AJODE
103,Kogi,IBAJI,PHC AYEKE
104,Kogi,IBAJI,PHC AFAH
105,Kogi,IBAJI,PHC ODEKE
106,Kogi,IBAJI,PHC ELELE
107,Kogi,IBAJI,PHC INEME
108,Kogi,IBAJI,PHC ALUAJA IYANO
109,Kogi,IBAJI,PHC ENWELI
110,Kogi,IBAJI,CHC ONYEDEGA
111,Kogi,IBAJI,PHC AYAH
112,Kogi,IBAJI,CHC EJULE OJEBE
113,Kogi,IBAJI,OJOCHEGBE CLINIC
114,Kogi,IBAJI,PHC ANEKE
115,Kogi,IBAJI,PHC ODOGWU
116,Kogi,IBAJI,PHC EJULE ONU
117,Kogi,ANKPA,ZH ANKPA
118,Kogi,ANKPA,PHC OGODO
119,Kogi,ANKPA,AL-NURU OGODO
120,Kogi,ANKPA,IKA CHRISTIAN HOSPITAL
121,Kogi,ANKPA,BETHEL HOSPITAL ANKPA
122,Kogi,ANKPA,MPHCC INYE
123,Kogi,ANKPA,PHC ABACHE
124,Kogi,ANKPA,PHC ODOGOMU
125,Kogi,ANKPA,PHC EJEGBO
126,Kogi,ANKPA,PHC OKPIKO
127,Kogi,ANKPA,PHC ANKPA
128,Kogi,ANKPA,PHC EMANYI
129,Kogi,ANKPA,PHC IKANEKPO
130,Kogi,ANKPA,ACHEKA HOSPITAL
131,Kogi,ANKPA,MCH ANKPA
132,Kogi,ANKPA,DEBSUM CLINIC EJEGBO
133,Kogi,ANKPA,PHC OGAJI
134,Kogi,ANKPA,PHC AMOKE
135,Kogi,ANKPA,PHC AFOR GAMGAM
136,Kogi,ANKPA,PHC OJOKU
137,Kogi,ANKPA,OLPH ANKPA
138,Kogi,ANKPA,OLH ANKPA
139,Kogi,OLAMABORO,FSP OKPO
140,Kogi,OLAMABORO,GH OKPO
141,Kogi,OLAMABORO,CHC IMANE
142,Kogi,OLAMABORO,PHC OFANTE
143,Kogi,OLAMABORO,EL SHADDAI HOSPITAL
144,Kogi,OLAMABORO,PHC OGUGU
145,Kogi,OLAMABORO,PHC IKEJE
146,Kogi,OLAMABORO,PHC ADEH
147,Kogi,ADAVI,CHC NAGAZI
148,Kogi,ADAVI,ECWA CLINIC KUROKO
149,Kogi,ADAVI,APASI CLINIC
150,Kogi,ADAVI,MPHC OZURI
151,Kogi,ADAVI,PHC OSOMA
152,Kogi,ADAVI,PHC IRUVOCHINOMI
153,Kogi,ADAVI,PHC INOZIOMI
154,Kogi,ADAVI,PHC OKUNCHI
155,Kogi,ADAVI,"SAMBIYABO HOSPITAL IZIONOMI,"
156,Kogi,ADAVI,PHC OZIOKUTU
157,Kogi,ADAVI,PEOPLES CLINIC
158,Kogi,ADAVI,PHC OSISI/IPAKETU
159,Kogi,ADAVI,MPHC OSARA
160,Kogi,ADAVI,PHC UTOHU
161,Kogi,ADAVI,ST JOSEPH HOSPITAL
162,Kogi,ADAVI,DEEZA CLINIC
163,Kogi,ADAVI,FSP CLINIC KUROKO
164,Kogi,KABBA BUNU,ZH KABBA
165,Kogi,KABBA BUNU,ST JOHN HOSPITAL KABBA
166,Kogi,KABBA BUNU,CORNERSTONE HOSPITAL KABBA
167,Kogi,KABBA BUNU,PHC OKE-KOKO
168,Kogi,KABBA BUNU,PHC KAJOLA
169,Kogi,KABBA BUNU,ST MARY PHC
170,Kogi,KABBA BUNU,PHC ODOLU KABBA
171,Kogi,KABBA BUNU,BHC ILUKE
172,Kogi,KABBA BUNU,PHC FEHINTI
173,Kogi,KABBA BUNU,KABBA PRISON
174,Kogi,KABBA BUNU,PHC CENTRAL MARKET
175,Kogi,KABBA BUNU,PHC OKEBUKUN
176,Kogi,IJUMU,GH AYETORO
177,Kogi,IJUMU,CHC IYARA
178,Kogi,IJUMU,GH IYAMOYE
179,Kogi,IJUMU,PHC OGIDI
180,Kogi,IJUMU,PHC IFFE
181,Kogi,IJUMU,ECWA CLINIC AYETORO
182,Kogi,IJUMU,PHC AYETORO
183,Kogi,IJUMU,COTTAGE HOSPITAL AYEGUNLE
184,Kogi,OKENE,ZH OKENE
185,Kogi,OKENE,PHC OKENE
186,Kogi,OKENE,GH OKENGWE
187,Kogi,OKENE,PHC ENYINARE
188,Kogi,OKENE,PHC BARIKI
189,Kogi,OKENE,PHC AGASSA
190,Kogi,OKENE,PHC ORIETESU
191,Kogi,OKENE,PHC INIKE
192,Kogi,OKENE,PHC OTUTU
193,Kogi,OKENE,PHC SHAFIDEEN
194,Kogi,OKENE,CALVARY CLINIC
195,Kogi,OKENE,ALI OMEIZA HOSPITAL OKENE
196,Kogi,OKENE,PHC AGEVA
197,Kogi,OKENE,ALBARKA CLINIC
198,Kogi,OKEHI,AMANA CLINIC OZOVEHE
199,Kogi,OKEHI,PHC ORIETESU
200,Kogi,OKEHI,GH OBANGEDE
201,Kogi,OKEHI,PHC OBANGEDE
202,Kogi,OKEHI,CHC IHIMA
203,Kogi,OKEHI,PHC ABOBO
204,Kogi,OKEHI,PHC OKAITO
205,Kogi,OKEHI,PHC OKUMEHI
206,Kogi,OKEHI,PHC IKUEHI
207,Kogi,OKEHI,PHC OBEIBA
208,Kogi,OKEHI,PHC OBOROKE UVETE
209,Kogi,OKEHI,PHC IRUVUSECHI
210,Kogi,OKEHI,PHC EKIACHOEYIN
211,Kogi,OKEHI,FCE CLINIC
212,Kogi,OKEHI,AZE CLINIC
213,Kogi,OKEHI,CHARITY CLINIC
214,Kogi,OKEHI,PREMIER MEDICAL CENTRE
215,Kogi,OKEHI,VICTORY HOSPITAL OTITE
216,Kogi,OKEHI,CHC OHUEPE
217,Kogi,OKEHI,DOSAM CLINIC
218,Kogi,OKEHI,UNITY HOSPITAL
219,Kogi,OGIRI MAGONGO,GH OGORI
220,Kogi,OGIRI MAGONGO,BHC/NYSC MAGONGO
221,Kogi,OGIRI MAGONGO,PHCC OBATIGBEN
222,Kogi,OGIRI MAGONGO,BHC OGORI
223,Kogi,OGIRI MAGONGO,BHC OTURU
224,Kogi,OGIRI MAGONGO,PHC AKPAFA
225,Kogi,OGIRI MAGONGO,PHCC AKONOGBOLO
226,Kogi,OGIRI MAGONGO,PHC OBINOYIN
227,Kogi,OGIRI MAGONGO,PHCC OFOWO
228,Kogi,OGIRI MAGONGO,PHCC ENI
229,Kogi,OGIRI MAGONGO,PHC UGUGU
230,Kogi,OGIRI MAGONGO,PHCC OSHOBANE
231,Kogi,OGIRI MAGONGO,PHC OKESI
232,Kogi,OGIRI MAGONGO,PHCC OTAMURUN
233,Kogi,OGIRI MAGONGO,PHCC ILETEJU
234,Kogi,OGIRI MAGONGO,PHC AIYEROMI
235,Kogi,OGIRI MAGONGO,PHCC AKPAFA
236,Kogi,OGIRI MAGONGO,UNIQUE CLINIC UGUGU
237,Kogi,OGIRI MAGONGO,LIBERTY HOSPITAL ORO
238,Kogi,OGIRI MAGONGO,SHALOM HOSPITAL
239,Kogi,YAGBA WEST,ECWA HOSPITAL EGBE
240,Kogi,YAGBA WEST,GOD BLESS CLINIC ODO ERI
241,Kogi,YAGBA WEST,BHC OKOLOKE
242,Kogi,YAGBA WEST,BHC EJIBA
243,Kogi,YAGBA WEST,BHC OGGA
244,Kogi,YAGBA WEST,GH EGBE
245,Kogi,YAGBA WEST,BHC OKERE
246,Kogi,YAGBA EAST,ECWA ISANLU
247,Kogi,YAGBA EAST,PHC IJOWA
248,Kogi,YAGBA EAST,GH ISANLU
249,Kogi,YAGBA EAST,BHC OMOWA-MOPO
250,Kogi,YAGBA EAST,OLUFEMI CLINIC
251,Kogi,YAGBA EAST,PHC PONYAN
252,Kogi,YAGBA EAST,GH IFEOLUKOTUN
253,Kogi,YAGBA EAST,DHU IFEOLUKUN
254,Kogi,YAGBA EAST,DEEN HOSPITAL
255,Kogi,YAGBA EAST,PHC ITEDO
256,Kogi,YAGBA EAST,PHC BAGIDO
257,Kogi,YAGBA EAST,DHU ITEDO
258,Kogi,YAGBA EAST,PHC IRUNDA ILE
259,Kogi,MOPA MURO,GH MOPA
260,Kogi,MOPA MURO,PHC OKOTUN
261,Kogi,MOPA MURO,PHC ODOLE MOPA
262,Kogi,MOPA MURO,PHC OKAGI
263,Kogi,MOPA MURO,PHC ILAI
264,Kogi,MOPA MURO,PHC EFFO
265,Kogi,MOPA MURO,PHC OROKE 1
266,Kogi,MOPA MURO,PHC OROKE 2
267,Kogi,MOPA MURO,BHC MOPA
268,Kogi,MOPA MURO,PHC AGBAJOGUN
269,Kogi,MOPA MURO,PHC AYEDE AMURO
270,Kogi,MOPA MURO,PHC IJAGBE
271,Kogi,MOPA MURO,PHC AYEDERO
272,Kwara,ASA,Agbona BHC
273,Kwara,ASA,Agoke Elebue PHC
274,Kwara,ASA,Ago Oja BHC
275,Kwara,ASA,Aishat Buhari Hospital
276,Kwara,ASA,Arapanajo
277,Kwara,ASA,Awe Model PHC
278,Kwara,ASA,Ballah PHC
279,Kwara,ASA,BHC Aboto-Oja
280,Kwara,ASA,BHC Alapa
281,Kwara,ASA,BHC Otte-Oja
282,Kwara,ASA,Budo Aiyegun Health Facility
283,Kwara,ASA,Budo Tuntun PHC
284,Kwara,ASA,Dhu Afon
285,Kwara,ASA,Efue PHC
286,Kwara,ASA,Elebue Health Facility
287,Kwara,ASA,Federal Psychiatric Hospital Bodo Egba
288,Kwara,ASA,Gambari Aiyekale PHC
289,Kwara,ASA,Laduba PHC
290,Kwara,ASA,Mps Mandala
291,Kwara,ASA,Ogbondoroko/Reke Clinic& Maternity
292,Kwara,ASA,Ogele Clinic And Maternity
293,Kwara,ASA,Onikeke Health Facility
294,Kwara,ASA,Owode Oja Health Facility
295,Kwara,ASA,Sapati Oke Health Facility
296,Kwara,ASA,Soolu PHC.
297,Kwara,BARUTEN,Al-Jaba Hospital Okuta
298,Kwara,BARUTEN,Baptist Hospital Okuta
299,Kwara,BARUTEN,BHC Chikanda
300,Kwara,BARUTEN,BHC Gwanara
301,Kwara,BARUTEN,BHC Kosubosu
302,Kwara,BARUTEN,BHC Yashikina
303,Kwara,BARUTEN,Bukau Kawo Memorial Hospital Gwanmara
304,Kwara,BARUTEN,Cottage Hospital Ilesha
305,Kwara,BARUTEN,Donoru Clinic(PHC)
306,Kwara,BARUTEN,General Hospital Okuta
307,Kwara,BARUTEN,General Hospital Okuta
308,Kwara,BARUTEN,Hawa Memorial Hospital Guro
309,Kwara,BARUTEN,Lafia Hospital Okuta
310,Kwara,BARUTEN,Mhc Kosubosu
311,Kwara,BARUTEN,MPHCc Gure
312,Kwara,BARUTEN,MPHCc Guro
313,Kwara,BARUTEN,"Nakowa Clinic, Okuta"
314,Kwara,BARUTEN,PHC Bankubu
315,Kwara,BARUTEN,PHC Boriya
316,Kwara,BARUTEN,PHC Brangan
317,Kwara,BARUTEN,PHC Kenu
318,Kwara,BARUTEN,PHC Okuta
319,Kwara,BARUTEN,PHC Sinau
320,Kwara,BARUTEN,PHC Sinawu
321,Kwara,BARUTEN,PHC Siya
322,Kwara,BARUTEN,PHC Tabora
323,Kwara,BARUTEN,PHC Tewu
324,Kwara,BARUTEN,PHC Yabere
325,Kwara,BARUTEN,PHC Yaru
326,Kwara,BARUTEN,Rotimi Clinic And Maternity Chikanda
327,Kwara,EDU,Anu-Oluwa Hospital Gbugbu
328,Kwara,EDU,Bacita Town Dispensary
329,Kwara,EDU,Chc Shonga
330,Kwara,EDU,Dhu Lafiagi
331,Kwara,EDU,Dispensary Bindofu
332,Kwara,EDU,Dispensary Pututa
333,Kwara,EDU,General Hospital Lafiagi
334,Kwara,EDU,Hankuriman Ppa Tsaragi
335,Kwara,EDU,Health Post Dzara
336,Kwara,EDU,Health Post Ifodu
337,Kwara,EDU,Lafiagaya Hospital Tsaragi Edu
338,Kwara,EDU,Ogo Oluwa Hospital Bacita
339,Kwara,EDU,PHC Edogi
340,Kwara,EDU,PHC Takogabi
341,Kwara,EKITI,Cottage Hospital Eruku
342,Kwara,EKITI,Epe Health Centre
343,Kwara,EKITI,Etan Health Centre
344,Kwara,EKITI,PHC Eruku
345,Kwara,EKITI,PHC Obbo-Aiyegunle
346,Kwara,EKITI,PHC Obbo-Ile
347,Kwara,EKITI,PHC Osi
348,Kwara,IFELODUN,Bch Falokun
349,Kwara,IFELODUN,BHC Agbeku
350,Kwara,IFELODUN,BHC Alabe Oja
351,Kwara,IFELODUN,BHC Amodu Asungbolu
352,Kwara,IFELODUN,BHC Amoyo
353,Kwara,IFELODUN,BHC Babanla
354,Kwara,IFELODUN,BHC Babanloma
355,Kwara,IFELODUN,BHC Balogun/Mosudo
356,Kwara,IFELODUN,BHC Ganmo
357,Kwara,IFELODUN,BHC Gbagede
358,Kwara,IFELODUN,BHC Igbaja
359,Kwara,IFELODUN,BHC Igbo-Owu
360,Kwara,IFELODUN,BHC Iyana Share
361,Kwara,IFELODUN,BHC Jimba Oja
362,Kwara,IFELODUN,BHC Kere
363,Kwara,IFELODUN,BHC Oko- Ode
364,Kwara,IFELODUN,BHC Omupo
365,Kwara,IFELODUN,BHC Oro-Ago
366,Kwara,IFELODUN,BHC Patako
367,Kwara,IFELODUN,BHC Yaru
368,Kwara,IFELODUN,Boster Ganmo
369,Kwara,IFELODUN,Community Health Center Owode Ofaro
370,Kwara,IFELODUN,Comprehensive Health Center Babaloma
371,Kwara,IFELODUN,Cottage Hospital Igbaja
372,Kwara,IFELODUN,Cottage Hospital Omupo
373,Kwara,IFELODUN,General Hospital Oro-Ago
374,Kwara,IFELODUN,General Hospital Share
375,Kwara,IFELODUN,Health Post Adanla
376,Kwara,IFELODUN,Health Post Alegogo
377,Kwara,IFELODUN,Health Post Apata-Aje
378,Kwara,IFELODUN,Health Post Kaba Dogari
379,Kwara,IFELODUN,Health Post Temidire
380,Kwara,IFELODUN,Igbo Owu PHC
381,Kwara,IFELODUN,MPHC Agunjin
382,Kwara,IFELODUN,PHC Idofian
383,Kwara,IFELODUN,PHC Kere
384,Kwara,IFELODUN,PHC Oke-Ose
385,Kwara,IFELODUN,Specialist Hospital Oke-Ode
386,Kwara,ILORIN EAST,Agbeyangi PHC
387,Kwara,ILORIN EAST,Aiyetoro Ile PHC
388,Kwara,ILORIN EAST,Ariyibi PHCc
389,Kwara,ILORIN EAST,BHC Iporin
390,Kwara,ILORIN EAST,BHC Oke -Oyi
391,Kwara,ILORIN EAST,Budo Oba PHC
392,Kwara,ILORIN EAST,Dada Chc
393,Kwara,ILORIN EAST,Elesinmeta PHC
394,Kwara,ILORIN EAST,Garba Maternity & Clinic
395,Kwara,ILORIN EAST,Ile Apa PHC
396,Kwara,ILORIN EAST,Karumo PHC
397,Kwara,ILORIN EAST,Lajiki PHC
398,Kwara,ILORIN EAST,Oke - Ose Model Primary Health Center
399,Kwara,ILORIN EAST,Okesuna PHC
400,Kwara,ILORIN EAST,Peace Clinic & Maternity
401,Kwara,ILORIN EAST,Pepele PHC
402,Kwara,ILORIN EAST,PHC Apado
403,Kwara,ILORIN EAST,PHC Awodi
404,Kwara,ILORIN EAST,"P.H.C.C Alimayaki, Shao Garage"
405,Kwara,ILORIN EAST,"P.H.C.C Oke-Suna, Zango Ward"
406,Kwara,ILORIN EAST,PHC Magaji-Are
407,Kwara,ILORIN EAST,PHC Ojagboro
408,Kwara,ILORIN EAST,PHC Okelele
409,Kwara,ILORIN EAST,Sobi Barack Medical Center
410,Kwara,ILORIN EAST,Uith Ilorin
411,Kwara,ILORIN SOUTH,Balogun Fulani PHCc
412,Kwara,ILORIN SOUTH,Children Specialist Hospital
413,Kwara,ILORIN SOUTH,Ch Ogidi
414,Kwara,ILORIN SOUTH,Civil Service Hosp
415,Kwara,ILORIN SOUTH,Cottage Hospital Opomalu
416,Kwara,ILORIN SOUTH,Davest Clinic
417,Kwara,ILORIN SOUTH,Epid Unit
418,Kwara,ILORIN SOUTH,Mogaji Okaka PHCc
419,Kwara,ILORIN SOUTH,Mogaji Okak PHC
420,Kwara,ILORIN SOUTH,Nigeria Police Force Hospital
421,Kwara,ILORIN SOUTH,Okaka Mhc
422,Kwara,ILORIN SOUTH,Onikanga PHC
423,Kwara,ILORIN SOUTH,P.H.C Ago Aiyekale
424,Kwara,ILORIN SOUTH,PHC Awoli
425,Kwara,ILORIN SOUTH,P.H.C.C. Jalala
426,Kwara,ILORIN SOUTH,P.H.C.C Oke-Ogun Edun Road
427,Kwara,ILORIN SOUTH,PHC Danialu
428,Kwara,ILORIN SOUTH,PHC Ero-Omo
429,Kwara,ILORIN SOUTH,PHC Idiapeoko
430,Kwara,ILORIN SOUTH,PHC Kulende
431,Kwara,ILORIN SOUTH,PHC Oke-Ogun
432,Kwara,ILORIN SOUTH,PHC Olufadi
433,Kwara,ILORIN SOUTH,PHC Tanke
434,Kwara,ILORIN SOUTH,Sobi Specialist Hospital
435,Kwara,ILORIN WEST,Ago Health Center
436,Kwara,ILORIN WEST,Alanamu PHC
437,Kwara,ILORIN WEST,Baboko Child Welfare Centre
438,Kwara,ILORIN WEST,BHC Magaji Ngeri
439,Kwara,ILORIN WEST,Ch Adewole
440,Kwara,ILORIN WEST,Cottage Hospital Adewole
441,Kwara,ILORIN WEST,Egbejila PHC
442,Kwara,ILORIN WEST,Emir'S Palace Clinic
443,Kwara,ILORIN WEST,General Hospital Ilorin
444,Kwara,ILORIN WEST,Gopd Illorin
445,Kwara,ILORIN WEST,Idigba Health Center
446,Kwara,ILORIN WEST,"Nigerian Airforce Med, Oloje"
447,Kwara,ILORIN WEST,Odo-Okun PHC
448,Kwara,ILORIN WEST,Ogidi Banni PHC
449,Kwara,ILORIN WEST,Oju-Ekun Health Centre
450,Kwara,ILORIN WEST,Oke Agodi Health Center
451,Kwara,ILORIN WEST,Oko-Erin Clinic
452,Kwara,ILORIN WEST,Oloje BHC
453,Kwara,ILORIN WEST,Olupelu Clinic
454,Kwara,ILORIN WEST,Pakata PHC
455,Kwara,ILORIN WEST,PHC Alanamu
456,Kwara,ILORIN WEST,PHC Omoda
457,Kwara,ILORIN WEST,PHC Osin Aremu
458,Kwara,ILORIN WEST,PHC Pakata
459,Kwara,ILORIN WEST,Police Training School Clinic
460,Kwara,ILORIN WEST,Prison Service
461,Kwara,ILORIN WEST,Zarumi PHC
462,Kwara,IREPODUN,Adigun PHC
463,Kwara,IREPODUN,Afin Oro PHC
464,Kwara,IREPODUN,Aganoru PHC
465,Kwara,IREPODUN,Agbamu PHC
466,Kwara,IREPODUN,Agbele PHC
467,Kwara,IREPODUN,Agbeola Oro PHC
468,Kwara,IREPODUN,Arandun PHC
469,Kwara,IREPODUN,Aran Orin PHC
470,Kwara,IREPODUN,Awoye Clinic Oro
471,Kwara,IREPODUN,Buhari PHC
472,Kwara,IREPODUN,Cottage Hospital Ajase
473,Kwara,IREPODUN,Cottage Hospital Ajase Ipo
474,Kwara,IREPODUN,Ecwa Hospital Omu-Aran
475,Kwara,IREPODUN,Elega PHC
476,Kwara,IREPODUN,E Square Hospital Okerimi Oro
477,Kwara,IREPODUN,General Hospital Omu-Aran
478,Kwara,IREPODUN,General Hospital Oro
479,Kwara,IREPODUN,Ido Oro PHC
480,Kwara,IREPODUN,Igbonla PHC
481,Kwara,IREPODUN,Ijan Otun PHC
482,Kwara,IREPODUN,Ijomu Oro PHC
483,Kwara,IREPODUN,Iludun Oro PHC
484,Kwara,IREPODUN,Iwalesin Pms
485,Kwara,IREPODUN,Monosara PHC
486,Kwara,IREPODUN,Ofearan PHC
487,Kwara,IREPODUN,Okerimi Oro PHC
488,Kwara,IREPODUN,Okeya PHC
489,Kwara,IREPODUN,Olorunsogo Oro
490,Kwara,IREPODUN,Orolodo PHC
491,Kwara,IREPODUN,PHC Ajase-Ipo
492,Kwara,IREPODUN,PHC Esie
493,Kwara,IREPODUN,P.H.C Ifaja
494,Kwara,IREPODUN,PHC Oko
495,Kwara,IREPODUN,P.H.C Oko
496,Kwara,IREPODUN,PHC Oro
497,Kwara,IREPODUN,"Primary Health Center,Ipetu"
498,Kwara,IREPODUN,Sanmara PHC
499,Kwara,IREPODUN,Sir Oro PHC
500,Kwara,IREPODUN,Uith Este
501,Kwara,ISIN,BHC Oke-Onigbin
502,Kwara,ISIN,C.H Alla
503,Kwara,ISIN,Chc Alla
504,Kwara,ISIN,Chc Ijara
505,Kwara,ISIN,Chc Iwo
506,Kwara,ISIN,Chc Oke Onigbin
507,Kwara,ISIN,General Hospital Isanlu
508,Kwara,ISIN,MPHCc Isanlu
509,Kwara,ISIN,MPHCc Isanlu Isin
510,Kwara,ISIN,MPHCc Owli
511,Kwara,ISIN,MPHCc Owu Isin
512,Kwara,ISIN,M.P.H.C.C Owulsin
513,Kwara,ISIN,MPHC Isanlu
514,Kwara,ISIN,MPHC Owu Isin
515,Kwara,ISIN,Oba-Isin PHC
516,Kwara,ISIN,Odo-Eku Isin PHC
517,Kwara,ISIN,Pamo Isin PHC
518,Kwara,ISIN,PHC Edidi
519,Kwara,ISIN,PHC Eleyin
520,Kwara,ISIN,PHC Igbesi
521,Kwara,ISIN,PHC Ijara-Isin
522,Kwara,ISIN,PHC Iji Isin
523,Kwara,ISIN,PHC Isanlu
524,Kwara,ISIN,PHC Isanlu-Isin
525,Kwara,ISIN,PHC Iwo Odu Ore
526,Kwara,ISIN,PHC Oke-Aba
527,Kwara,ISIN,PHC Olla
528,Kwara,KAIAMA,Aboki
529,Kwara,KAIAMA,Camp PHC
530,Kwara,KAIAMA,Cwc Kaiama
531,Kwara,KAIAMA,Famini PHC
532,Kwara,KAIAMA,Gatte PHC
533,Kwara,KAIAMA,General Hospital Kaima
534,Kwara,KAIAMA,Gwaria
535,Kwara,KAIAMA,Hamdala PHC
536,Kwara,KAIAMA,Kanikoko
537,Kwara,KAIAMA,Kossa PHC
538,Kwara,KAIAMA,MPHC Kuguji
539,Kwara,KAIAMA,PHC Aboki
540,Kwara,KAIAMA,PHC Aderan
541,Kwara,KAIAMA,PHC Atiku
542,Kwara,KAIAMA,PHC Bani
543,Kwara,KAIAMA,PHC Bezia
544,Kwara,KAIAMA,PHC Bukabiu
545,Kwara,KAIAMA,PHC Famile
546,Kwara,KAIAMA,PHC Gbajibo
547,Kwara,KAIAMA,PHC Gorobani
548,Kwara,KAIAMA,PHC Iganikoko
549,Kwara,KAIAMA,PHC Kaiama
550,Kwara,KAIAMA,PHC Kaiama 2
551,Kwara,KAIAMA,PHC Kemanji
552,Kwara,KAIAMA,PHC Kinikini
553,Kwara,KAIAMA,PHC Moshi-Gada
554,Kwara,KAIAMA,PHC Nanu
555,Kwara,KAIAMA,PHC Nuku
556,Kwara,KAIAMA,PHC Sherigbea
557,Kwara,KAIAMA,PHC Tenebo
558,Kwara,KAIAMA,PHC Venra
559,Kwara,KAIAMA,PHC Wele Wele
560,Kwara,KAIAMA,PHC Woro
561,Kwara,KAIAMA,School Clinic
