id,state,lga,facility_name
152,Rivers,Emohua,PHC Elibrada
153,Rivers,Etche,AKWA
154,Rivers,Etche,AFARA H/CENTRE
155,Rivers,Etche,NIHI
156,Rivers,Etche,ODUFOR H/C
157,Rivers,Etche,ODAGWA H/POST
158,Rivers,Etche,UMUOHIE H/C
159,Rivers,Etche,Imeh H/C
160,Rivers,Etche,Akpoku health centre
161,Rivers,Etche,Egwi H/C
162,Rivers,Etche,Abara H/C
163,Rivers,Etche,UMUEDE
164,Rivers,Etche,AKPOKU H/POST
165,Rivers,Etche,CHOKOTA H/CENTRE
166,Rivers,Etche,EGBEKE H/CENTRE
167,Rivers,Etche,IHIE H/CENTRE
168,Rivers,Etche,IWC H/CENTRE
169,Rivers,Etche,NDASHI H/POST
170,Rivers,Etche,OKORAGU H/CENTRE
171,Rivers,Etche,OPIRO H/CENTRE
172,Rivers,Etche,ORWU/OGIDA H/CENTRE
173,Rivers,Etche,UMUOYE PHC
174,Rivers,Etche,UMUDELE PHC
175,Rivers,Etche,UMUOLA HC
176,Rivers,Etche,UMUEDEMBA
177,Rivers,Etche,IWC OKOMOKO
178,Rivers,Etche,ELELE H/C
179,Rivers,Etche,OKEHI
180,Rivers,Etche,OZUZU
181,Rivers,Etche,UMIEBUM
182,Rivers,Etche,UMUATURU H/C
183,Rivers,Etche,CHOKOCHO H/C
184,Rivers,Etche,BOMU
185,Rivers,Gokana,YEGHE
186,Rivers,Gokana,B.DERE
187,Rivers,Gokana,BARAKO
188,Rivers,Gokana,BODO GEN. HOSP
189,Rivers,Gokana,BIARA CHC
190,Rivers,Gokana,MPHC K.DERE
191,Rivers,Gokana,MPHC MOGHO
192,Rivers,Gokana,NWE-OL MPHC
193,Rivers,Gokana,MPHC DEEYOR
194,Rivers,Gokana,MPHC TERABOR
195,Rivers,Gokana,PHC BODO
196,Rivers,Gokana,PHC GBE
197,Rivers,Ikwere,IGWURUTA H/C
198,Rivers,Ikwere,ELELE H/C
199,Rivers,Ikwere,APANI H/C
200,Rivers,Ikwere,OMERELU H/C
201,Rivers,Ikwere,UBIMA H/C
202,Rivers,Ikwere,ADANTA H/C
203,Rivers,Ikwere,"ARMY HOSP.,ELELE"
204,Rivers,Ikwere,ALUU
205,Rivers,Ikwere,OZUAHA H/C
206,Rivers,Ikwere,IPO H/C
207,Rivers,Ikwere,OMADEME H/C
208,Rivers,Ikwere,OMUANWA H/C
209,Rivers,Ikwere,FAAN CLINIC OMAGWA
210,Rivers,Ikwere,"IWC, ISIOKPO"
211,Rivers,Ikwere,"General Hospital, Ubima"
212,Rivers,Ikwere,CHC IGWURUTA
213,Rivers,Ikwere,"COTTAGE HOSP., ALUU"
214,Rivers,Khana,BEERI
215,Rivers,Khana,MPHC BORI
216,Rivers,Khana,GEN. HOSP. BORI
217,Rivers,Khana,MPHC KWAWA
218,Rivers,Khana,KAA H/F
219,Rivers,Khana,MPHC LUAWI
220,Rivers,Khana,CHC KAANI 2
221,Rivers,Khana,CHC KAANI 1
222,Rivers,Khana,MPHC LUAWI
223,Rivers,Khana,SOGHO H/POST
224,Rivers,Khana,BETEM H/C
225,Rivers,Khana,KPONG HP
226,Rivers,Khana,BEAKOGORO HP
227,Rivers,Khana,LUUWA HP
228,Rivers,Khana,TEKA SOGHO PHC
229,Rivers,Khana,KABANGHA HP
230,Rivers,Khana,GWARA H/F
231,Rivers,Khana,MPHC LUUMENE
232,Rivers,Khana,MPHC OKWALE
233,Rivers,Khana,TAABAA
234,Rivers,Khana,MPHC KAANI
235,Rivers,Khana,MPHC BANE
236,Rivers,Khana,MPHC OPUOKO
237,Rivers,Khana,MPHC KPEAN
238,Rivers,Khana,YAE HP
239,Rivers,Khana,KPAA HP
240,Rivers,Khana,MPHC LUEKU
241,Rivers,Khana,MPHC LUEBE
242,Rivers,Khana,LOORE HP
243,Rivers,Khana,LUEKU H/F
244,Rivers,Obio-Akpo,MPHC RUKPOKWU
245,Rivers,Obio-Akpo,MPHC RUMUEKINI
246,Rivers,Obio-Akpo,MPHC ENEKA
247,Rivers,Obio-Akpo,"6DIVISION,MED. CENTRE,BORI CAMP"
248,Rivers,Obio-Akpo,MPHC MGBUOSIMINI
249,Rivers,Obio-Akpo,RUMULUMENI MPHC
250,Rivers,Obio-Akpo,MPHC RUMUPRIKOM
251,Rivers,Obio-Akpo,MPHC OZUOBA
252,Rivers,Obio-Akpo,IRIEBE
253,Rivers,Obio-Akpo,CHOBA HEALTH POST
254,Rivers,Obio-Akpo,HEALTH POST RUMUDARA
255,Rivers,Obio-Akpo,MPHC ELELENWO
256,Rivers,Obio-Akpo,MPHC WOJI
257,Rivers,Obio-Akpo,NAF MED
258,Rivers,Ogba,OBIE
259,Rivers,Ogba,OBOR
260,Rivers,Ogba,ELIEZA
261,Rivers,Ogba,OMOKU
262,Rivers,Ogba,PHC IKIRI
263,Rivers,Ogba,OBOBURU
264,Rivers,Ogba,GENERAL HOSP. OMOKU
265,Rivers,Ogba,PHC EGBADA
266,Rivers,Ogba,PHC IDU-OGBA
267,Rivers,Ogba,AGGAH
268,Rivers,Ogba,MGBEDE
269,Rivers,Ogba,IBOCHA
270,Rivers,Ogba,EKPE-AGGAH
271,Rivers,Ogba,PHC OBIYEBE
272,Rivers,Ogba,PHC EBOGORO
273,Rivers,Ogba,ASSAH ASSAGAH
274,Rivers,Ogba,NDONI H/C
275,Rivers,Ogba,MPHC AKABUKA
276,Rivers,Ogba,OGBEUKWU HEALTH CENTRE
277,Rivers,Ogba,MODEL PHC ASE ASAGAH
278,Rivers,Ogba,OBIE HEALTH CENTRE
279,Rivers,Ogba,PHC OKPOSI
280,Rivers,Ogba,GH EREMA
281,Rivers,Ogba,IDU
282,Rivers,Ogba,PHC KRIEGANI
283,Rivers,Ogba,MPHC OBAGI
284,Rivers,Ogba,PHC AMA
285,Rivers,Ogu,IKPO HEALTH CENTRE
286,Rivers,Ogu,OPUAMA
287,Rivers,Ogu,CHUKU
288,Rivers,Ogu,GENERAL HOSP
289,Rivers,Ogu,OWUGONO H/C
290,Rivers,Ogu,ELE
291,Rivers,Ogu,OPUAMA
292,Rivers,Okrika,ANYUNGU
293,Rivers,Okrika,OGOLOMA
294,Rivers,Okrika,OGBOGBO
295,Rivers,Okrika,OKUJAGU
296,Rivers,Okrika,ISAKA
297,Rivers,Okrika,OBA
298,Rivers,Okrika,OFIAMINA H/F
299,Rivers,Okrika,OGAN
300,Rivers,Okrika,KALIO MPHC
301,Rivers,Okrika,GEORGE
302,Rivers,Okrika,ZH OKRIKA
303,Rivers,Omuma,UMUELECHI HEALTH CENTRE
304,Rivers,Omuma,UMUOGBA H/C
305,Rivers,Omuma,OBIOHIA H/C
306,Rivers,Omuma,OYORO MODEL H/C
307,Rivers,Omuma,OFEH H/C
308,Rivers,Omuma,OHIM/OYORO H/C
309,Rivers,Opobo_Nkoro,QUEEN'S TOWN H/C
310,Rivers,Opobo_Nkoro,MPHC EPELLEAMA
311,Rivers,Opobo_Nkoro,MPHC KALAIBIAMA
312,Rivers,Opobo_Nkoro,MINIMA H/C
313,Rivers,Opobo_Nkoro,H/C NKORO
314,Rivers,Opobo_Nkoro,MPHC KALAIBIAMA
315,Rivers,Oyigbo,MIRIANWANYI H/F
316,Rivers,Oyigbo,OBEAKPU MPHC
317,Rivers,Oyigbo,UMUSIA MPHC
318,Rivers,Oyigbo,POLICE CLINIC
319,Rivers,Oyigbo,LOCATION H/POST
320,Rivers,Oyigbo,UMUAGAI H/F
321,Rivers,Oyigbo,OBETE MPHC
322,Rivers,Oyigbo,MPHC MARI UHU
323,Rivers,Oyigbo,MPHC EGBERU
324,Rivers,Oyigbo,ODUAH
325,Rivers,Portharcourt,POTTS JOHNSON H/C
326,Rivers,Portharcourt,OROGBUM H/C
327,Rivers,Portharcourt,PRISONS
328,Rivers,Portharcourt,CHURCHILL
329,Rivers,Portharcourt,BUNDU AMA H/C
330,Rivers,Portharcourt,MILITARY
331,Rivers,Portharcourt,NAVY MEDICAL
332,Rivers,Portharcourt,RESOURCE CENTRE
333,Rivers,Portharcourt,PORT HARCOURT CITY COUNCIL SICKBAY
334,Rivers,Portharcourt,OKURU AMA
335,Rivers,Portharcourt,AZUBIE
336,Rivers,Portharcourt,OZUBOKO
337,Rivers,Portharcourt,AMADI AMA
338,Rivers,Portharcourt,MINI HC
339,Rivers,Portharcourt,ELEKAHIA
340,Rivers,Tai,PHC BAN-OGOI
341,Rivers,Tai,MPHC KOROMA
342,Rivers,Tai,PHC GBAM
343,Rivers,Tai,MPHC BARA-ALE
344,Rivers,Tai,BOTEM MPHC
345,Rivers,Tai,PHC UEKEN
346,Rivers,Tai,MPHC KPITE
347,Rivers,Tai,PHC BORO-BARA
348,Rivers,Tai,GIO PHC
349,Rivers,Tai,PHC KPORGHOR
350,Sokoto,BINJI,General Hospital Binji
351,Sokoto,BINJI,Mai kulki dispensary
352,Sokoto,BINJI,Bunkari Dispensary
353,Sokoto,BINJI,PHC Inname
354,Sokoto,BINJI,Dalijan Dispensary
355,Sokoto,BINJI,PHC Samama
356,Sokoto,BINJI,Kura Dispensary
357,Sokoto,BINJI,Kalgo
358,Sokoto,BINJI,Jamli Dispensary
359,Sokoto,BINJI,PHC Dabaga
360,Sokoto,Bodinga,General Hospital Bodinga
361,Sokoto,Bodinga,PHC Danchadi
362,Sokoto,Bodinga,PHC Dingyadi
363,Sokoto,Bodinga,PHC SIfawa
364,Sokoto,Bodinga,PHC Bagalawa
365,Sokoto,Bodinga,Badau Dispensary
366,Sokoto,Bodinga,Dan Ajiwa Dispensary
367,Sokoto,Bodinga,Bagarawa Dispensary
368,Sokoto,Bodinga,Kauranmiyo Dispensary
369,Sokoto,Bodinga,Kaura Tsara Dispensary
370,Sokoto,Bodinga,Fatima Yahaya Hospital
371,Sokoto,Bodinga,PHC Wumumu
372,Sokoto,Bodinga,PHC Raha
373,Sokoto,Bodinga,PHC Darhela
374,Sokoto,Bodinga,PHC Dabaga
375,Sokoto,Dange Shuni,General Hospital Amanawa
376,Sokoto,Dange Shuni,Wababe Dispensary
377,Sokoto,Dange Shuni,NPHC Dange Shuni
378,Sokoto,Dange Shuni,Upgraded Shuni
379,Sokoto,Dange Shuni,Army Hospital
380,Sokoto,Dange Shuni,Fajaldu Dispensary
381,Sokoto,Dange Shuni,PHC Rakina
382,Sokoto,Dange Shuni,Tsafanade Dispensary
383,Sokoto,Dange Shuni,PHC Duka maje
384,Sokoto,Dange Shuni,PHC Kadassaka
385,Sokoto,Dange Shuni,Tuntunbe dispensary
386,Sokoto,Dange Shuni,Tsafe dispensary
387,Sokoto,Dange Shuni,PHC Rudu
388,Sokoto,Gada,General Hospital Gada
389,Sokoto,Gada,G/Hashimu Dispensary
390,Sokoto,Gada,PHC Kaffe
391,Sokoto,Gada,Kaddi Dispensary
392,Sokoto,Gada,Bigal Dispensary
393,Sokoto,Gada,Kiliya Dispensary
394,Sokoto,Gada,PHC Wauru
395,Sokoto,Gada,Kiri Dispensary
396,Sokoto,Gada,PHC Ila
397,Sokoto,Gada,Holai Dispensary
398,Sokoto,Gada,Gidan Gyado Dispensary
399,Sokoto,Gada,Gilbadi Dispensary
400,Sokoto,Gada,Gadabo Dispensary
401,Sokoto,Gada,PHC Alamaddo
402,Sokoto,Gada,PHC Kadadi
403,Sokoto,Gada,PHC Duhuwa
404,Sokoto,Gada,PHC Tajaye
405,Sokoto,Gada,PHC Tsururu
406,Sokoto,Gada,Sagera Disp
407,Sokoto,Goronyo,Genaral Hospital Goronyo
408,Sokoto,Goronyo,PHC Yarimawa
409,Sokoto,Goronyo,PHC Birjingo
410,Sokoto,Goronyo,PHC Dantasakko
411,Sokoto,Goronyo,Gamifa kawara
412,Sokoto,Goronyo,PHC Zamace
413,Sokoto,Goronyo,Fadarawa Dispensary
414,Sokoto,Goronyo,Giyawa dispensary
415,Sokoto,Goronyo,Boyakai Dispensary
416,Sokoto,Goronyo,PHC Kojiyo
417,Sokoto,Goronyo,PHC Kubutta
418,Sokoto,Goronyo,Takakume Disp.
419,Sokoto,Goronyo,PHC Illela Huda
420,Sokoto,Goronyo,PHC Yamikuba
421,Sokoto,Gudu,PHC Gudu
422,Sokoto,Gudu,PHC Karfen Sarki
423,Sokoto,Gudu,PHC Bachaka
424,Sokoto,Gudu,PHC Kurdulla
425,Sokoto,Gudu,Gh Balle
426,Sokoto,Gudu,PHC Balle
427,Sokoto,Gudu,PMV Muzalifa
428,Sokoto,Gudu,Kandeza Dispensary
429,Sokoto,Gudu,Makuya dispensary
430,Sokoto,Gudu,PHC Marake
431,Sokoto,Gudu,PHC Bunge
432,Sokoto,Gudu,GH Gudu
433,Sokoto,Gwadabawa,General Hospital Gwadabawa
434,Sokoto,Gwadabawa,PHC Chimmola
435,Sokoto,Gwadabawa,PHC Salame
436,Sokoto,Gwadabawa,Mammande Dispensary
437,Sokoto,Gwadabawa,Mamman Suka Dispensary
438,Sokoto,Gwadabawa,PHC Gigane
439,Sokoto,Gwadabawa,Chancha Dispensary
440,Sokoto,Gwadabawa,PHC Asara
441,Sokoto,Gwadabawa,PHC Marian
442,Sokoto,Gwadabawa,PHC Tukura
443,Sokoto,Gwadabawa,PHC Atakwanyo
444,Sokoto,Gwadabawa,PMV Karanci
445,Sokoto,Gwadabawa,Gigane Nursing
446,Sokoto,Gwadabawa,Alela Dispensary
447,Sokoto,Gwadabawa,Yargada dispensary
448,Sokoto,Gwadabawa,Abdalo dispensary
449,Sokoto,Gwadabawa,Marina Clinic
450,Sokoto,Gwadabawa,PHC Kiliya
451,Sokoto,Gwadabawa,PHC Makina
452,Sokoto,Gwadabawa,PHC Zugana
453,Sokoto,Isa,General Hospital Isah
454,Sokoto,Isa,Isah Town Dispensary
455,Sokoto,Isa,PHC Bafarawa
456,Sokoto,Isa,PHC Yanfako
457,Sokoto,Isa,PHC Modachi
458,Sokoto,Isa,PHC Tidibale
459,Sokoto,Isa,PHC Turba
460,Sokoto,Isa,PHC Gatawa
461,Sokoto,Illela,Illelah Town Dispensary
462,Sokoto,Illela,Sonane Dispensary
463,Sokoto,Illela,Amarawa Dispensary
464,Sokoto,Illela,Tozai Dispensary
465,Sokoto,Illela,PHC Kalmalo
466,Sokoto,Illela,PHC Araba
467,Sokoto,Illela,PHC Aragati
468,Sokoto,Illela,Darna
469,Sokoto,Illela,Dankada Dispensary
470,Sokoto,Illela,PHC Gidan Hamma
471,Sokoto,Kebbe,General hospital Kebbe
472,Sokoto,Kebbe,PHC Kuchi
473,Sokoto,Kebbe,PHC Rara
474,Sokoto,Kebbe,PHC GIkau
475,Sokoto,Kebbe,Maikurfun Dispensary
476,Sokoto,Kebbe,PHC Ungushi
477,Sokoto,Kebbe,PHC Margai
478,Sokoto,Kebbe,Sangi Dispensary Kebbe
479,Sokoto,Kebbe,Labau Dispensary
480,Sokoto,Kebbe,Sagira dispensary
481,Sokoto,Kebbe,Nasagudu dispensary
482,Sokoto,Kebbe,Jigiri dispensary
483,Sokoto,Kebbe,PHC Kuduttu
484,Sokoto,Kebbe,Dukura dispensary
485,Sokoto,Kware,PHC Kware
486,Sokoto,Kware,CHC Kware
487,Sokoto,Kware,PHC Durbawa
488,Sokoto,Kware,PHC Balkore
489,Sokoto,Kware,PHC Umamruma
490,Sokoto,Kware,PHC Zamau
491,Sokoto,Kware,PHC Kabanga
492,Sokoto,Kware,PHC Rakwamni
493,Sokoto,Kware,Sabarru dispensary
494,Sokoto,Kware,PHC Tsaki
495,Sokoto,Kware,PHC Ruggar Lima
496,Sokoto,Kware,PHC Gundunga
497,Sokoto,Kware,F.N.P.H Kware
498,Sokoto,Kware,PHC Hamma'ali
499,Sokoto,Kware,PHC Tungar Galadima
500,Sokoto,Kware,PHC Kasgada
501,Sokoto,Kware,PHC Basansan
502,Sokoto,Kware,PHC Ihi
503,Sokoto,Kware,PHC More
504,Sokoto,Kware,PHC Gemun Damu
505,Sokoto,Rabah,General Hospital Rabah
506,Sokoto,Rabah,PHC Gandi
507,Sokoto,Rabah,Raba Dispensary
508,Sokoto,Rabah,Y/Tsakuwa PHC
509,Sokoto,Rabah,PHC Rara
510,Sokoto,Rabah,Danbanda Dispensary
511,Sokoto,Rabah,PHC Badamma
512,Sokoto,Rabah,PHC Gwaddodi
513,Sokoto,Rabah,PHC Riji
514,Sokoto,Rabah,PHC Tsamiya
515,Sokoto,Rabah,Mabah Dispensary
516,Sokoto,Rabah,PHC Alakiru
517,Sokoto,Rabah,PHC Warwanna
518,Sokoto,Rabah,PHC Tofa
519,Sokoto,Rabah,PHC Rakwamni
520,Sokoto,Rabah,PHC Maikujera
521,Sokoto,Sabon Birni,Town Clinic Sabon Birni
522,Sokoto,Sabon Birni,General Hospital Sabon Birni
523,Sokoto,Sabon Birni,Makuwana Clinic
524,Sokoto,Sabon Birni,PHC Tsamaye
525,Sokoto,Sabon Birni,PHC Gatawa
526,Sokoto,Sabon Birni,Kalgo Dispensary
527,Sokoto,Sabon Birni,Tara Dispensary
528,Sokoto,Sabon Birni,PHC Kurawa
529,Sokoto,Sabon Birni,PHC U/ile
530,Sokoto,Sabon Birni,Yarbullutuwa PHC
531,Sokoto,Sabon Birni,PHC Goidan Idi
532,Sokoto,Sabon Birni,PPM Sabon Birni
533,Sokoto,Sabon Birni,PHC Kalgo
534,Sokoto,Sabon Birni,PHC Rambadawa
535,Sokoto,Sabon Birni,PHC Lajinge
536,Sokoto,Sabon Birni,PHC Tara
537,Sokoto,Shagari,General Hospital Shagari
538,Sokoto,Shagari,Kajiji Dispensary
539,Sokoto,Shagari,Runjin Kaka Dispensary
540,Sokoto,Shagari,PHC Horo
541,Sokoto,Shagari,G/Tudu Dispensary
542,Sokoto,Shagari,PHC Dadinmahe
543,Sokoto,Shagari,PHC Jaredi
544,Sokoto,Shagari,PHC Sanyinnawal
545,Sokoto,Shagari,PHC Madenra
546,Sokoto,Shagari,Tunga Dispensary
547,Sokoto,Shagari,Darin Guru Dispensary
548,Sokoto,Shagari,Kesoje Dispensary
549,Sokoto,Shagari,PHC Lambara
550,Sokoto,Shagari,Lugu Dispensary
551,Sokoto,Shagari,PHC Rinaye
552,Sokoto,Shagari,PHC Kambama
553,Sokoto,Shagari,Mabera H.Post
554,Sokoto,Shagari,PHC Sage
555,Sokoto,Silame,General Hospital Silame
556,Sokoto,Silame,PHC Gande
557,Sokoto,Silame,NPHC Katami
558,Sokoto,Silame,Rairan Fulani Healthpost
559,Sokoto,Silame,Jekanadu Dispensary
560,Sokoto,Silame,Gidan Audu health post
561,Sokoto,Silame,Marafa Dispensary
562,Sokoto,Silame,Tozo dispensary
563,Sokoto,Silame,Gaukai Dispensary
564,Sokoto,Silame,Yola dispensary
565,Sokoto,Silame,Katami North dispensary
566,Sokoto,Silame,Gidan Tudu Dispensary
567,Sokoto,Silame,PMV Gandu
568,Sokoto,Silame,PMV Saudat
569,Sokoto,Silame,Labani Health post
570,Sokoto,Silame,Gadanbe Health post
571,Sokoto,Silame,Chopal Health Post
572,Sokoto,Silame,Karangiya Dispensary
573,Sokoto,Silame,Gunki Dispensary
574,Sokoto,Silame,Maje Dispensary
575,Sokoto,Silame,PHC Dan Magaji
576,Sokoto,Silame,Tunga Abdu Dispensary
577,Sokoto,Silame,Gujiya Dispensary
578,Sokoto,Silame,Dankala Dispensary
579,Sokoto,Sokoto North,Rumbukawa Clinic
580,Sokoto,Sokoto North,Alkammawa Clinic
581,Sokoto,Sokoto North,Mainiyo Dispensary
582,Sokoto,Sokoto North,Kofar Kade Clinic
583,Sokoto,Sokoto North,WCWC Sokoto
584,Sokoto,Sokoto North,Noma Hospital
585,Sokoto,Sokoto North,PHC Gidan Igwai
586,Sokoto,Sokoto North,PHC gidan Dare
587,Sokoto,Sokoto North,PHC Sabon Birni
588,Sokoto,Sokoto North,Mabera Clinic
589,Sokoto,Sokoto North,Holy Family Specialist
590,Sokoto,Sokoto North,Shekina Specialist Hospital
591,Sokoto,Sokoto North,Sokoto Clinic
592,Sokoto,Sokoto South,Specialist Hospital Sokoto
593,Sokoto,Sokoto South,BHSC Yarakija
594,Sokoto,Sokoto South,Wali Bako SHS
595,Sokoto,Sokoto South,Alfijir SHS
596,Sokoto,Sokoto South,PHC Gagi
597,Sokoto,Sokoto South,Godiya Clinic
598,Sokoto,Sokoto South,Standard Clinic
599,Sokoto,Tambuwal,General Hospital Tambuwa
600,Sokoto,Tambuwal,General Hospital Dogon Daji
601,Sokoto,Tambuwal,PHC Alasan Faga
602,Sokoto,Tambuwal,PHC Sanyinna
603,Sokoto,Tambuwal,PHC Jabo
604,Sokoto,Tambuwal,PHC Tambuwal
605,Sokoto,Tambuwal,PHC Roman Liman
