id,state,lga,facility_name
213,Cross river,,PHC ABIA
214,Cross river,,Ajassor H/C
215,Cross river,,MPHC Effraya
216,Cross river,,PHC Nsofang
217,Cross river,,PHC Itaka
218,Cross river,,Agbokim Waterfall
219,Cross river,,PHC MKPOT
220,Cross river,,PHC EKUNG ATAI
221,Cross river,,HP MFUM
222,Cross river,,HP ETE-EYANG
223,Cross river,,PHC ABIJANG
224,Cross river,,PHC Ntara 2
225,Cross river,,H/C Edor
226,Cross river,,Akparabong
227,Cross river,,PHC Nkarassi
228,Cross river,,PHC Okuni
229,Cross river,,Nigerian Prisons Ikom
230,Cross river,,PHC EKPOKPA
231,Cross river,,Affi Army Barracks
232,Cross river,,CHC IKOM
233,Cross river,,PHC OKOROBA
234,Cross river,,PHC ADIJINKPOR
235,Cross river,,PHC EMANGABE
236,Cross river,,Alesi Health Post
237,Cross river,,"GENERAL HOSPITAL, SANKWALA"
238,Cross river,,MCH SANKWALA
239,Cross river,,PHC Utanga
240,Cross river,,MPCH AKORSHI
241,Cross river,,PHC SHIKPECHE
242,Cross river,,PHC BAYAYAM
243,Cross river,,PHC BUSI 3
244,Cross river,,PHC AMANA 1
245,Cross river,,PHC KETTING
246,Cross river,,BELINGA H/C
247,Cross river,,BAYAGA H/C
248,Cross river,,HC LISHIKWEL
249,Cross river,,PHC BISHIRI
250,Cross river,,PHC BEBI
251,Cross river,,PHC Akwalaka
252,Cross river,,PHC Ebagang
253,Cross river,,PHC Abebene
254,Cross river,,PHC OCHON
255,Cross river,,PHC Ofumbongha
256,Cross river,,PHC IYAMITET
257,Cross river,,"GENERAL HOSPITAL, OBUBRA"
258,Cross river,,MCH OBUBRA
259,Cross river,,"POLY CLINIC, OFAT"
260,Cross river,,PHC IYAMOYONG
261,Cross river,,PHC OFODUA
262,Cross river,,H/C ONYEN-OKPON
263,Cross river,,H/C ONYADAMA
264,Cross river,,H/C AHAHA
265,Cross river,,NKUM IYALA H/C
266,Cross river,,PHC OGURUDE
267,Cross river,,HEALTH POST OBUBRA VILLAGE
268,Cross river,,PHC Edondon
269,Cross river,,Oderega H/P
270,Cross river,,PHC UTUGWANG
271,Cross river,,"General Hospital, Obudu"
272,Cross river,,CHC IKOT EFFIONG OTOP (UCTH ANNEX)
273,Cross river,,"GENERAL HOSPITAL, UKEM"
274,Cross river,,PHC ATAN ONOYOM
275,Cross river,,PHC ODUKPANI
276,Cross river,,PHC OKOYONG
277,Cross river,,PHC OBOM ITIAT
278,Cross river,,PHC CREEK TOWN
279,Cross river,,PHC IKONETO
280,Cross river,,PHC ATAN EKI
281,Cross river,,PHC IKOT EFFIOK EKPENYONG
282,Cross river,,PHC ADIABO OKURIKANG
283,Cross river,,PHC AKIMAKIM
284,Cross river,,H/C OKURIKANG OKOYONG
285,Cross river,,H/P EFUT IBONDA
286,Cross river,,H/P ADIABO OTU IBUOT
287,Cross river,,PHC USUNG ESUK
288,Cross river,,H/C OBIO ESERIE
289,Cross river,,H/C NDONWONG
290,Cross river,,H/P IDIM NDOM
291,Cross river,,H/C URUA ETAK UYO
292,Cross river,,PHC AKPAP
293,Cross river,,PHC ATAN MBAKARA
294,Cross river,,PHC UKWA
295,Cross river,,PHC Oniwamankong
296,Cross river,,HC Ikot Obong Eno Creek Town
297,Cross river,,Health Center Idere
298,Cross river,,Health Center Ito
299,Cross river,,H/C Asang Eniong
300,Cross river,,"ST BENEDICT'S, MONAIYA"
301,Cross river,,PHC UKPE
302,Cross river,,PHC IBIL
303,Cross river,,GENERAL HOSPITAL OGOJA
304,Cross river,,PHC NWANG
305,Cross river,,PHC BANSARA
306,Cross river,,ARMY BARRACK CLINIC
307,Cross river,,NIGERIA PRISON OGOJA TBL UNIT
308,Cross river,,PHC EGBE MBUBE
309,Cross river,,PHC OGBOJA
310,Cross river,,PHC ARAGBAM
311,Cross river,,PHC EDUM MBUBE
312,Cross river,,HC ODAJTE
313,Cross river,,MCH OGOJA
314,Cross river,,PHC EKUMTAK
315,Cross river,,HP MBOK
316,Cross river,,HC EGBUNG
317,Cross river,,PHC IDUM
318,Cross river,,PHC ODAJE MBUBE
319,Cross river,,Ndok HC Urban 2 Ogoja
320,Cross river,,Model PHC Igodor Ogoja
321,Cross river,,Health Center Benkpe
322,Cross river,,PHC WONYE
323,Cross river,,CHC OKPOMA
324,Cross river,,General Hospital Ugep
325,Cross river,,PHC Ekori
326,Cross river,,PHC Nko
327,Cross river,,PHC Mkpani
328,Cross river,,PHC Ugep
329,Cross river,,PHC Agoi Ibami
330,Cross river,,PHC Ntan
331,Cross river,,PHC YENON
332,Cross river,,PHC IDOMI
333,Cross river,,PHC AJERE
334,Cross river,,PHC AGOI EKPO
335,Cross river,,PHC NTANKPO
336,Cross river,,PHC IJIMAN
337,Cross river,,PHC INYIMA
338,Cross river,,PHC OKAMASI
339,Cross river,,PHC EKPENTI
340,Cross river,,PHC USENE
341,Cross river,,PHC KETABEBE
342,Cross river,,PHC LEBOKOM
343,Cross river,,PHC LEBANG
344,Cross river,,H/P EKORI BEACH
345,Cross river,,H/P ELIGE MKPA
346,Cross river,,H/P AJERE BEACH
347,Cross river,,PHC Lebolkom
348,Cross river,,PHC Mkpa
349,Cross river,,H/P EKORI
350,Delta,ANIOCHA NORTH,"General Hospital, Issele-Uku"
351,Delta,ANIOCHA NORTH,"Ajulu Clinic, Issele-Uku"
352,Delta,ANIOCHA NORTH,"St. Theresa Catholic Hospital, Issele-Uku"
353,Delta,ANIOCHA NORTH,PHC Issele-Uku
354,Delta,ANIOCHA NORTH,Goodnews Hospital
355,Delta,ANIOCHA NORTH,PHC Aniofu
356,Delta,ANIOCHA NORTH,PHC Issele-Azagba
357,Delta,ANIOCHA NORTH,PHC Obomkpa
358,Delta,ANIOCHA NORTH,PHC Issele-Mkpitime
359,Delta,ANIOCHA NORTH,PHC Ogodor
360,Delta,ANIOCHA NORTH,Glory To God Clinic
361,Delta,ANIOCHA NORTH,PHC Onicha-Uku
362,Delta,ANIOCHA NORTH,Government Hospital Onicha-Uku
363,Delta,ANIOCHA NORTH,PHC Onicha-Olona
364,Delta,ANIOCHA NORTH,PHC Ezi
365,Delta,ANIOCHA NORTH,"General Hospital, Onicha-Olona"
366,Delta,ANIOCHA NORTH,PHC Centre Obior
367,Delta,ANIOCHA NORTH,PHC Ukwu-Nzu
368,Delta,ANIOCHA NORTH,PHC Centre Ubulubu
369,Delta,ANIOCHA NORTH,PHC Idumu-Ogo
370,Delta,ANIOCHA NORTH,PHC Idumuje-Ugboko
371,Delta,ANIOCHA NORTH,PHC Ugbodu
372,Delta,ANIOCHA NORTH,PHC Centre Idumuje Unor
373,Delta,ANIOCHA SOUTH,"Gen Hosp, Ogwashi-uku"
374,Delta,ANIOCHA SOUTH,Ogwashi-uku Prisons
375,Delta,ANIOCHA SOUTH,PHC Ollor
376,Delta,ANIOCHA SOUTH,PHC Ogwashi-Uku
377,Delta,ANIOCHA SOUTH,"Mother of Mercy Hospital, Ogwashi-Uku"
378,Delta,ANIOCHA SOUTH,PHC Ubulu-uku
379,Delta,ANIOCHA SOUTH,Government Hospital Ubulu-Uku
380,Delta,ANIOCHA SOUTH,Anglican Maternity Ubulu-Uku
381,Delta,ANIOCHA SOUTH,"Banos Clinic, Ubulu-Uku"
382,Delta,ANIOCHA SOUTH,PHC Ubulu-uno
383,Delta,ANIOCHA SOUTH,PHC Ejemen-Aniogor
384,Delta,ANIOCHA SOUTH,PHC Ubulu-Okiti
385,Delta,ANIOCHA SOUTH,"General Hospital, Isheagu"
386,Delta,BOMADI,PHC Bomadi
387,Delta,BOMADI,"Our Saviour Hospital, Bomadi Overside"
388,Delta,BOMADI,Amazing Grace Clinic
389,Delta,BOMADI,General Hospital Bomadi
390,Delta,BOMADI,PHC Ogriagbene
391,Delta,BOMADI,PHC Ogo-Eze
392,Delta,BOMADI,"PHC, Kpakiama"
393,Delta,BOMADI,"Our Lady's Of The Water PHC, Bomadi"
394,Delta,BOMADI,Ekametagbene PHC
395,Delta,BOMADI,PHC Okoloba
396,Delta,BOMADI,"PHC Centre, Ogodobiri"
397,Delta,BOMADI,PHC Centre Akugbene
398,Delta,BOMADI,PHC Centre Esanma
399,Delta,BOMADI,PHC Ogbeinama
400,Delta,BURUTU,"PHC Centre, Burutu"
401,Delta,BURUTU,General Hospital Burutu
402,Delta,BURUTU,"PHC Centre, Ojobo"
403,Delta,BURUTU,Government Hospital Ojobo
404,Delta,BURUTU,"PHC Centre, Ayakoromo"
405,Delta,BURUTU,"PHC Centre, Torugbene"
406,Delta,BURUTU,"Island Clinic & Maternity Forcados Terminal, Ogulagha"
407,Delta,BURUTU,Cottage Hospital Ogulagha
408,Delta,BURUTU,Government Hospital Forcados
409,Delta,BURUTU,"PHC Centre, Kiagbodo"
410,Delta,BURUTU,Government Hospital Kiagbodo
411,Delta,BURUTU,"PHC Centre, Okpokunou"
412,Delta,BURUTU,PHC Okrika
413,Delta,BURUTU,PHC Egodor
414,Delta,BURUTU,PHC Odimodi
415,Delta,BURUTU,PHC Tamigbe
416,Delta,BURUTU,PHC Ogbogbagbene
417,Delta,BURUTU,PHC Obotebe
418,Delta,BURUTU,PHC Sokebolor
419,Delta,BURUTU,PHC GBEKEBOR
420,Delta,BURUTU,PHC Enekorogha
421,Delta,BURUTU,"NEW FOUNDATION CLINIC, ENEKOROGHA"
422,Delta,BURUTU,PHC TUOMO
423,Delta,BURUTU,PHC OBORO
424,Delta,ETHIOPE EAST,"TBL Referral Centre, Eku"
425,Delta,ETHIOPE EAST,"St. Francis Hosp, Okpara-Inland"
426,Delta,ETHIOPE EAST,"PHC Centre, Okpara-Inland"
427,Delta,ETHIOPE EAST,Alpars Hosp and Maternity
428,Delta,ETHIOPE EAST,"PHC, Okpara Waterside"
429,Delta,ETHIOPE EAST,PHC Urhuovie
430,Delta,ETHIOPE EAST,PHC Centre Oria Abraka
431,Delta,ETHIOPE EAST,"DELSU Health Centre, Abraka"
432,Delta,ETHIOPE EAST,Government Hospital Abraka
433,Delta,ETHIOPE EAST,PHC Abraka P. O.
434,Delta,ETHIOPE EAST,"Cottage Hospital, Erhoike"
435,Delta,ETHIOPE EAST,PHC Erhoike
436,Delta,ETHIOPE EAST,"PHC Centre, Kokori"
437,Delta,ETHIOPE EAST,Divine Peace Clinic and Maternity Kokori
438,Delta,ETHIOPE EAST,"PHC Centre, Samagidi"
439,Delta,ETHIOPE EAST,PHC Centre Egbo
440,Delta,ETHIOPE EAST,Government Hospital Isiokolo
441,Delta,ETHIOPE EAST,PHC Orhoakpor
442,Delta,ETHIOPE EAST,PHC Isiokolo
443,Delta,ETHIOPE EAST,PHC Centre Okurekpo 2
444,Delta,ETHIOPE EAST,Government Baptist Hospital Eku
445,Delta,ETHIOPE EAST,PHC Orhono-Eku
446,Delta,ETHIOPE EAST,PHC Ovu
447,Delta,ETHIOPE EAST,PHC Igun
448,Delta,ETHIOPE EAST,PHC Urhuokpe
449,Delta,ETHIOPE EAST,PHC Okuredafe
450,Delta,ETHIOPE EAST,PHC Oviorie
451,Delta,ETHIOPE EAST,PHC Orhowo
452,Delta,ETHIOPE EAST,Acumen Hospital
453,Delta,ETHIOPE WEST,"PHC Centre, Ogharefe"
454,Delta,ETHIOPE WEST,PHC Oghareki
455,Delta,ETHIOPE WEST,Model PHC Oghareki
456,Delta,ETHIOPE WEST,"Gen Hosp, Oghara"
457,Delta,ETHIOPE WEST,"LGA Secretariat PHC DOTS Centre, Oghara"
458,Delta,ETHIOPE WEST,"Our Lady's Catholic Hospital, Oghara"
459,Delta,ETHIOPE WEST,"Naval Medical Centre, Oghara"
460,Delta,ETHIOPE WEST,Catholic Hospital Oghareki
461,Delta,ETHIOPE WEST,PHC Ajagbodudu (Oghara)
462,Delta,ETHIOPE WEST,Avilar Clinic Oghara
463,Delta,ETHIOPE WEST,Maranatha Clinic and Maternity
464,Delta,ETHIOPE WEST,PHC Jesse
465,Delta,ETHIOPE WEST,PHC Ejenesan
466,Delta,ETHIOPE WEST,Government Hospital Ugbevwe
467,Delta,ETHIOPE WEST,Government Hospital Mosogar
468,Delta,ETHIOPE WEST,PHC Mosogar
469,Delta,ETHIOPE WEST,"PHC Centre, Ugbokpa"
470,Delta,ETHIOPE WEST,PHC Orhokpokpor
471,Delta,ETHIOPE WEST,"PHC Centre, Ugbenu (Ejemuonyavwe PHC)"
472,Delta,ETHIOPE WEST,"DELSUTH, Oghara"
473,Delta,ETHIOPE WEST,"PHC Centre, Otefe"
474,Delta,ETHIOPE WEST,Pamol Clinic
475,Delta,ETHIOPE WEST,Vicky Clinic
476,Delta,ETHIOPE WEST,Health Is Wealth Clinic Oghara
477,Delta,ETHIOPE WEST,"PHC Centre, Ijomi"
478,Delta,ETHIOPE WEST,"PHC Centre, Ugbomoya"
479,Delta,ETHIOPE WEST,PHC Boboruku
480,Delta,ETHIOPE WEST,PHC Onyobru
481,Delta,ETHIOPE WEST,PHC Ekroda
482,Delta,ETHIOPE WEST,Model PHC Irhodo
483,Delta,ETHIOPE WEST,PHC Centre Ovade
484,Delta,IKA NORTH EAST,PHC Owa-Oyibu
485,Delta,IKA NORTH EAST,PHC Owanta
486,Delta,IKA NORTH EAST,Geneneral Hospital Owa-Oyibu
487,Delta,IKA NORTH EAST,"General Hospital, Umunede"
488,Delta,IKA NORTH EAST,PHC Akumazi
489,Delta,IKA NORTH EAST,PHC Igbodo
490,Delta,IKA NORTH EAST,PHC Owerre-Olubor
491,Delta,IKA NORTH EAST,PHC Umunede
492,Delta,IKA NORTH EAST,PHC Ute-Erumu
493,Delta,IKA NORTH EAST,St Elizabeth Catholic Maternity Umunede
494,Delta,IKA NORTH EAST,PHc Owa-Alero
495,Delta,IKA NORTH EAST,"General Hospital, Owa-Alero"
496,Delta,IKA NORTH EAST,"St. John's Catholic Hospital, Boji-Boji Owa"
497,Delta,IKA NORTH EAST,All Saints Hospital
498,Delta,IKA NORTH EAST,Cilia Nursing and Maternity Home
499,Delta,IKA NORTH EAST,Blessed Nursing and Maternity Home
500,Delta,IKA NORTH EAST,Victory Nursing and Maternity Home
501,Delta,IKA NORTH EAST,Virtue Nursing and Maternity Home
502,Delta,IKA NORTH EAST,Nkakam Nursing and Maternity Home
503,Delta,IKA NORTH EAST,Sam-Seri Nursing and Maternity Home
504,Delta,IKA NORTH EAST,Anioma Hospital Boji Boji Owa
505,Delta,IKA NORTH EAST,God's Grace Nursing Home
506,Delta,IKA NORTH EAST,Concept Clinic
507,Delta,IKA NORTH EAST,PHC Centre Boji boji Owa
508,Delta,IKA NORTH EAST,PHC Centre Ute-Okpu
509,Delta,IKA NORTH EAST,PHC Centre Otolokpo
510,Delta,IKA NORTH EAST,PHC Centre Ekwuoma
511,Delta,IKA NORTH EAST,PHC Centre Mbiri
512,Delta,IKA NORTH EAST,PHC Centre Ute-Ogbeje
513,Delta,IKA NORTH EAST,PHC Centre Idumu-Esa
514,Delta,IKA NORTH EAST,PHC Centre Owa-Alizomor
515,Delta,IKA SOUTH,"ART DOTS Clinic, Central Hospital, Agbor"
516,Delta,IKA SOUTH,"DOTS Clinic, School of Nursing Agbor"
517,Delta,IKA SOUTH,"Nigeria Prisons, Agbor"
518,Delta,IKA SOUTH,PHC Emuhu
519,Delta,IKA SOUTH,Police Clinic Agbor
520,Delta,IKA SOUTH,Goodwill Clinic Agbor
521,Delta,IKA SOUTH,PHC Udomi Azuowa
522,Delta,IKA SOUTH,PHC Obiayinma
523,Delta,IKA SOUTH,Joy Maternity Home
524,Delta,IKA SOUTH,"Alice Smooth Memorial Clinic, Agbor"
525,Delta,IKA SOUTH,St Anthony Hospital
526,Delta,IKA SOUTH,Living Spring Specialist Hospital
527,Delta,IKA SOUTH,PHC Agbor-Obi 1
528,Delta,IKA SOUTH,PHc Agbor-Obi 2
529,Delta,IKA SOUTH,PHC Agbo-Nta
530,Delta,IKA SOUTH,Unic Maternity Home
531,Delta,IKA SOUTH,PHC Alihagu
532,Delta,IKA SOUTH,PHC Igbogili
533,Delta,IKA SOUTH,PHC Alifekede
534,Delta,IKA SOUTH,PHC Alihame
535,Delta,IKA SOUTH,PHC Ozanogogo
536,Delta,IKA SOUTH,PHC Alihagwai
537,Delta,IKA SOUTH,PHC Oki
538,Delta,IKA SOUTH,"Model PHC Centre, Agbor"
539,Delta,IKA SOUTH,"PHC Centre, Abavo"
540,Delta,IKA SOUTH,PHC Oyoko
541,Delta,IKA SOUTH,General Hospital Abavo
542,Delta,IKA SOUTH,Secho Specialist Hospital
543,Delta,IKA SOUTH,Mercy Chemist
544,Delta,IKA SOUTH,Evelyn Chemist
545,Delta,IKA SOUTH,Pat-Bliss Medical Store
546,Delta,IKA SOUTH,Edith Chemist
547,Delta,IKA SOUTH,IK Medicine Store
548,Delta,IKA SOUTH,Goshen Medicine Store
549,Delta,IKA SOUTH,May Nursing Home
550,Delta,IKA SOUTH,Blessing Medicine Store
551,Delta,IKA SOUTH,Jokan Pharmacy
552,Delta,IKA SOUTH,Chido's Investment
553,Delta,IKA SOUTH,Ayo Agholor Medicine Store
554,Delta,IKA SOUTH,Onyinye Patent Medicine Store
555,Delta,IKA SOUTH,Anag Pharmacy
556,Delta,IKA SOUTH,B C Omodon Mem. Hospital
557,Delta,IKA SOUTH,Desmond Patent Medicine Store
558,Delta,IKA SOUTH,Nelrose Patent Medicine Vendor
559,Delta,IKA SOUTH,St. Cordellia Maternity Home
560,Delta,IKA SOUTH,Vincent Patent Medicine Vendor
561,Delta,IKA SOUTH,Felix Chemist
562,Delta,IKA SOUTH,Edith Chemist
563,Delta,IKA SOUTH,Osede Medical Services
564,Delta,IKA SOUTH,Promise Super Store
565,Delta,IKA SOUTH,Zion Patrent Medicine Shop
566,Delta,IKA SOUTH,Nkechi Patent Medicine Shop
567,Delta,IKA SOUTH,Ola Patent Medicine Store
568,Delta,IKA SOUTH,Ada Patent Medicine Vendor
569,Delta,IKA SOUTH,Regon Patent Medicine Vendor
570,Delta,IKA SOUTH,Nkeonye Clinic
571,Delta,IKA SOUTH,Mercy's Chemist Store
572,Delta,IKA SOUTH,God's Gift Chemist
573,Delta,IKA SOUTH,PHC Ekuku-Agbor
574,Delta,IKA SOUTH,God's Grace Clinic Ekuku-Agbor
575,Delta,ISOKO NORTH,PHC Centre Ozoro
576,Delta,ISOKO NORTH,"St. Mary's Catholic Hospital, Ozoro"
577,Delta,ISOKO NORTH,PHC Erovie
578,Delta,ISOKO NORTH,General Hospital Ozoro
579,Delta,ISOKO NORTH,Victory Clinic Ozoro
580,Delta,ISOKO NORTH,"His Glory Medical Centre, Ozoro"
581,Delta,ISOKO NORTH,"Best Link Hospital,Ozoro"
582,Delta,ISOKO NORTH,"PHC Centre, Owhelogbo"
583,Delta,ISOKO NORTH,General Hospital Owhelogbo
584,Delta,ISOKO NORTH,PHC OTIBIO OWHE
585,Delta,ISOKO NORTH,"PHC Centre, Okpe-Isoko"
586,Delta,ISOKO NORTH,"PHC Centre, Aradhe"
587,Delta,ISOKO NORTH,"PHC Centre, Ofagbe"
588,Delta,ISOKO NORTH,General Hospital Ofagbe
589,Delta,ISOKO NORTH,"PHC Centre, Ekiugbo-Iyede"
590,Delta,ISOKO NORTH,"PHC Centre, Otor-Iyede"
591,Delta,ISOKO NORTH,PHC Iwride-Iyede
592,Delta,ISOKO NORTH,PHC Centre Oyede
593,Delta,ISOKO NORTH,"PHC Centre, Bethel-Oyede"
594,Delta,ISOKO NORTH,"PHC Centre, Emevor"
595,Delta,ISOKO NORTH,"PHC Centre, Isi-Emevor"
