id,state,lga,facility_name,corrected_facility_name,validated_state
50,Ekiti,EKITI WEST,God'S Gift Medical Centre,St. David Medical Centre,Ekiti
51,Ekiti,EKITI WEST,Health Post. Kajola Aramoko,Kajola Health Post,Ekiti
52,Ekiti,EMURE,Model Health Centre Erijiyan,Erinjiyan Model Health Center,Ekiti
53,Ekiti,EMURE,BHC Ajibamidele,,
54,Ekiti,EMURE,BHC Alapoto,,
55,Ekiti,EMURE,BHC Anaye,,
56,Ekiti,EMURE,BHC Eporo,,
57,Ekiti,EMURE,BHC Ibeji Shitu,,
58,Ekiti,EMURE,BHC Idamodu,,
59,Ekiti,EMURE,BHC Odo Emure,,
60,Ekiti,EMURE,BHC Ogbontioro,,
61,Ekiti,EMURE,BHC Oge,,
62,Ekiti,EMURE,BHC Okesari,,
63,Ekiti,EMURE,BHC Owode,,
64,Ekiti,EMURE,BHC Sasere,,
65,Ekiti,EMURE,CHC Oke Emure,,
66,Ekiti,EMURE,Child Welfare Clinic,Child Health Welfare Clinic,Ekiti
67,Ekiti,EMURE,General Hospital Emure,Emure General Hospital,Ekiti
68,Ekiti,EMURE,Gh Emure,,
69,Ekiti,GBONYIN,Model Health Centre Ariyasi,Ariyasi Model Health Center,Ekiti
70,Ekiti,GBONYIN,BHC Agbado Ekiti,,
71,Ekiti,GBONYIN,BHC Aisegba,,
72,Ekiti,GBONYIN,BHC Ajebamidele Iluomoba Ekiti,AJEBAMIDELE ILUOMOBA  BASIC HEALTH CENTER,Ekiti
73,Ekiti,GBONYIN,BHC Bolorunduro Aisegba-Ekiti,Bolorunduro Aisegba Basic Health Center,Ekiti
74,Ekiti,GBONYIN,BHC Egbe Ekiti,,
75,Ekiti,GBONYIN,BHC Ijan Ekiti,,
76,Ekiti,GBONYIN,BHC Iluomoba Ekiti,,
77,Ekiti,GBONYIN,BHC Ilupeju Ijan Ekiti,,
78,Ekiti,GBONYIN,BHC Imesi Ekiti,,
79,Ekiti,GBONYIN,BHC Ipole Agbado Ekiti,,
80,Ekiti,GBONYIN,BHC Iro Ayeteju Ekiti,,
81,Ekiti,GBONYIN,BHC Iro Ekiti,,
82,Ekiti,GBONYIN,BHC Ode Ekiti,,
83,Ekiti,GBONYIN,CHC Agbado,,
84,Ekiti,GBONYIN,CHC Aisegba Ekiti,,
85,Ekiti,GBONYIN,CHC Ijan Ekiti,,
86,Ekiti,GBONYIN,CHC Ode,,
87,Ekiti,GBONYIN,General Hospital Ijan,Ijan General Hospital,Ekiti
88,Ekiti,GBONYIN,General Hospital Ode,ODE GENERAL HOSPITAL,Ekiti
89,Ekiti,GBONYIN,General Hospital Ode Ekiti,Ilawe Ekiti General Hospital,Ekiti
90,Ekiti,GBONYIN,Model Ijan Ekiti,,
91,Ekiti,GBONYIN,Model Ode Ekiti,,
92,Ekiti,GBONYIN,PHC Aisegba,,
93,Ekiti,GBONYIN,PHC Egbe,,
94,Ekiti,GBONYIN,PHC Ijan,,
95,Ekiti,IDO/OSI,PHC Ilupeju - Ijan,,
96,Ekiti,IDO/OSI,BHC Ifaki,,
97,Ekiti,IDO/OSI,BHC Ifishin,,
98,Ekiti,IDO/OSI,BHC Ifisin,,
99,Ekiti,IDO/OSI,BHC Igbole,,
100,Ekiti,IDO/OSI,BHC Ilogbo,,
101,Ekiti,IDO/OSI,BHC Ora,,
102,Ekiti,IDO/OSI,BHC Orin,,
103,Ekiti,IDO/OSI,BHC Osi,,
104,Ekiti,IDO/OSI,BHC Usi,,
105,Ekiti,IDO/OSI,CHC Aaye,,
106,Ekiti,IDO/OSI,CHC Ayetoro,,
107,Ekiti,IDO/OSI,CHC Ido,,
108,Ekiti,IDO/OSI,CHC Ifaki,,
109,Ekiti,IDO/OSI,CHC Igbole,,
110,Ekiti,IDO/OSI,CHC Ilogbo,,
111,Ekiti,IDO/OSI,CHC Osi,,
112,Ekiti,IDO/OSI,CHC Usi,,
113,Ekiti,IDO/OSI,Fmc Ido-Ekiti,,
114,Ekiti,IDO/OSI,General Hospital Ifaki,General Hospital Ifaki,Ekiti
115,Ekiti,IDO/OSI,Health Center Ido,Idemo Health Centre,Ekiti
116,Ekiti,IJERO,Model Hosp. Ayetoro,,
117,Ekiti,IJERO,Ajeje Farm,,
118,Ekiti,IJERO,B H C Ara,,
119,Ekiti,IJERO,B H C Epe,,
120,Ekiti,IJERO,BHC Ijero,,
121,Ekiti,IJERO,BHC Ikoro,,
122,Ekiti,IJERO,BHC Iloro,,
123,Ekiti,IJERO,BHC Ilukuno,,
124,Ekiti,IJERO,BHC Ipoti,,
125,Ekiti,IJERO,BHC Ipoti,,
126,Ekiti,IJERO,BHC Iroko,,
127,Ekiti,IJERO,BHC Isalu,,
128,Ekiti,IJERO,BHC Ode Oye,,
129,Ekiti,IJERO,BHC Odo Ese,,
130,Ekiti,IJERO,BHC Odo-Oye,,
131,Ekiti,IJERO,BHC Oju Oro Ijero,,
132,Ekiti,IJERO,BHC Okeoro,,
133,Ekiti,IJERO,B H C Temidire,,
134,Ekiti,IJERO,CHC Ara,Chc Aramoko,Ekiti
135,Ekiti,IJERO,CHC Ayegunle,,
136,Ekiti,IJERO,CHC Ikoro,,
137,Ekiti,IJERO,CHC Odo Ese Ijero,,
138,Ekiti,IJERO,CHC Odo Oye,,
139,Ekiti,IJERO,General Hospital Ijero,General Hospital Ise,Ekiti
140,Ekiti,IJERO,Model Health Center Ijunrin,Ire Model Health Centre,Ekiti
141,Ekiti,IJERO,Odo Ese CHC,,
142,Ekiti,IJERO,Olusegun Clinic,"Olusegun Clinic, Ijero",Ekiti
143,Ekiti,IJERO,Saloro Farm,,
144,Ekiti,IKERE,Ssh Ijero,,
145,Ekiti,IKERE,BHC Agbado Oyo,,
146,Ekiti,IKERE,BHC Are Araromi,,
147,Ekiti,IKERE,BHC Atiba,,
148,Ekiti,IKERE,BHC Fagbohun,,
149,Ekiti,IKERE,BHC Idemo,,
150,Ekiti,IKERE,BHC Ikoyi,,
151,Ekiti,IKERE,BHC Ilupeju,,
152,Ekiti,IKERE,BHC Ilutuntun,,
153,Ekiti,IKERE,BHC Odo Ise,,
154,Ekiti,IKERE,BHC Odo Oro,,
155,Ekiti,IKERE,BHC Ogbonjana Ikere,,
156,Ekiti,IKERE,BHC Okekere,,
157,Ekiti,IKERE,BHC Oke Opa,,
158,Ekiti,IKERE,BHC Oke Osun,,
159,Ekiti,IKERE,BHC Okereku Ikere,,
160,Ekiti,IKERE,BHC Ugele,,
161,Ekiti,IKERE,C.H.C Afao Ikere,,
162,Ekiti,IKERE,CHC Afo-Ikere,,
163,Ekiti,IKERE,College Of Education Ikere,Ikere College of Education Health Centre,Ekiti
164,Ekiti,IKERE,Lga Staff Clinic,Oye Staff  Clinic LGA,Ekiti
165,Ekiti,IKOLE,Ssh Ikere,,
166,Ekiti,IKOLE,Ademolawe Hospital,Afolabi Hospital,Ekiti
167,Ekiti,IKOLE,BHC Ara,,
168,Ekiti,IKOLE,BHC Asin,,
169,Ekiti,IKOLE,BHC Ayebode,,
170,Ekiti,IKOLE,BHC Esun,,
171,Ekiti,IKOLE,BHC Ijesa Isu,,
172,Ekiti,IKOLE,BHC Ilowo,,
173,Ekiti,IKOLE,BHC Ipao,,
174,Ekiti,IKOLE,BHC Ipare,,
175,Ekiti,IKOLE,BHC Irele,,
176,Ekiti,IKOLE,BHC Isaba,,
177,Ekiti,IKOLE,BHC Itapaji,,
178,Ekiti,IKOLE,BHC Iyemero,,
179,Ekiti,IKOLE,BHC Odo Oro,,
180,Ekiti,IKOLE,BHC Oke Ayedun,,
181,Ekiti,IKOLE,BHC Oke Orin,,
182,Ekiti,IKOLE,BHC Ootunja,,
183,Ekiti,IKOLE,BHC Temidire,,
184,Ekiti,IKOLE,BHC Usin,,
185,Ekiti,IKOLE,CHC Asin,,
186,Ekiti,IKOLE,CHC Ayedun,,
187,Ekiti,IKOLE,CHC Jiringho,,
188,Ekiti,IKOLE,CHC Odo Ayedun,,
189,Ekiti,IKOLE,Fuoye Clinic,Tolulope Clinic,Ekiti
190,Ekiti,IKOLE,Health Centre Market Ikole,Ikole Market  Basic Health Centre,Ekiti
191,Ekiti,IKOLE,Living Well Hospital,Living well Hospital Asin,Ekiti
192,Ekiti,IKOLE,Methodist CHC Ikole,,
193,Ekiti,IKOLE,Mhc Oke Ako,,
194,Ekiti,IKOLE,MPHC Oke Ako,,
195,Ekiti,IKOLE,Ssh Ikole,,
196,Ekiti,ILEJEMEJE,State Hospital Ikole,State Specialist Hospital Ikole,Ekiti
197,Ekiti,ILEJEMEJE,BHC Eda,,
198,Ekiti,ILEJEMEJE,BHC Ewu,,
199,Ekiti,ILEJEMEJE,BHC Ijesamodu,,
200,Ekiti,ILEJEMEJE,BHC Ipere,,
201,Ekiti,ILEJEMEJE,BHC Obada,,
202,Ekiti,ILEJEMEJE,CHC Iludun,,
203,Ekiti,ILEJEMEJE,CHC Iye,,
204,Ekiti,ILEJEMEJE,General Hospital Iye,General Hospital Ise,Ekiti
205,Ekiti,ILEJEMEJE,Model Eda,,
206,Ekiti,ILEJEMEJE,Model Ewu,,
207,Ekiti,ILEJEMEJE,Model Iludun,,
208,Ekiti,IREPODUN / IFELODUN,Model Iye,,
209,Ekiti,IREPODUN / IFELODUN,BHC Afao,,
210,Ekiti,IREPODUN / IFELODUN,BHC Are,,
211,Ekiti,IREPODUN / IFELODUN,BHC Awo,,
212,Ekiti,IREPODUN / IFELODUN,BHC Esure Ekiti,,
213,Ekiti,IREPODUN / IFELODUN,BHC Eyio,,
214,Ekiti,IREPODUN / IFELODUN,BHC Eyio Ekiti,,
215,Ekiti,IREPODUN / IFELODUN,BHC Igbemo Ekiti,,
216,Ekiti,IREPODUN / IFELODUN,BHC Igede Ekiti,,
217,Ekiti,IREPODUN / IFELODUN,BHC Ilamoye Igede,,
218,Ekiti,IREPODUN / IFELODUN,BHC Iropora,,
219,Ekiti,IREPODUN / IFELODUN,BHC Iworoko,,
220,Ekiti,IREPODUN / IFELODUN,BHC Iyin,,
221,Ekiti,IREPODUN / IFELODUN,BHC Oketoro Iyin,,
222,Ekiti,IREPODUN / IFELODUN,CHC Igbemo,,
223,Ekiti,IREPODUN / IFELODUN,CHC Igede,,
224,Ekiti,ISE/ORUN,General Hospital Iyin Ekiti,Ilawe Ekiti General Hospital,Ekiti
225,Ekiti,ISE/ORUN,BHC Ajebamidele,,
226,Ekiti,ISE/ORUN,BHC Ifofin,,
227,Ekiti,ISE/ORUN,BHC Kajola,,
228,Ekiti,ISE/ORUN,BHC Model,,
229,Ekiti,ISE/ORUN,BHC Obada,,
230,Ekiti,ISE/ORUN,BHC Odo Ise 1,,
231,Ekiti,ISE/ORUN,BHC Odole,,
232,Ekiti,ISE/ORUN,BHC Ogbese,,
233,Ekiti,ISE/ORUN,BHC Okeoniyo,,
234,Ekiti,ISE/ORUN,BHC Oraye,,
235,Ekiti,ISE/ORUN,BHC Oraye 1,,
236,Ekiti,ISE/ORUN,BHC Orun,,
237,Ekiti,ISE/ORUN,BHC Orun Ii,,
238,Ekiti,ISE/ORUN,BHC Temidire,,
239,Ekiti,ISE/ORUN,CHC Afolu,,
240,Ekiti,ISE/ORUN,CHC Okeyard Ise,,
241,Ekiti,ISE/ORUN,Federal Teaching Hospital Ise Ekiti Annex,FEDERAL TEACHING HOSPITAL IDO EKITI,Ekiti
242,Ekiti,MOBA,General Hospital Ise,General Hospital Ise,Ekiti
243,Ekiti,MOBA,BHC Aaye Oja,,
244,Ekiti,MOBA,BHC Epe,,
245,Ekiti,MOBA,BHC Ikosun,,
246,Ekiti,MOBA,BHC Ikun,,
247,Ekiti,MOBA,BHC Ira,,
248,Ekiti,MOBA,BHC Iro,,
249,Ekiti,MOBA,BHC Isaoye,,
250,Ekiti,MOBA,BHC Osan,,
251,Ekiti,MOBA,BHC Osun,,
252,Ekiti,MOBA,BHC Otun,,
253,Ekiti,MOBA,CHC Erinmope,,
254,Ekiti,MOBA,CHC Igogo,,
255,Ekiti,MOBA,CHC Otun,,
256,Ekiti,MOBA,General Hospital Otun,General Hospital Otun,Ekiti
257,Ekiti,OYE,Model Igogo,,
258,Ekiti,OYE,B H C Ayede,,
259,Ekiti,OYE,B H C Ayegbaju,,
260,Ekiti,OYE,BHC Ijelu Ekiti,,
261,Ekiti,OYE,B H C Ilafon,,
262,Ekiti,OYE,BHC Ilupeju,,
263,Ekiti,OYE,BHC Imojo,,
264,Ekiti,OYE,BHC Ire,,
265,Ekiti,OYE,BHC Isan,,
266,Ekiti,OYE,BHC Itaji,,
267,Ekiti,OYE,BHC Itapa,,
268,Ekiti,OYE,B H C Lmojo,,
269,Ekiti,OYE,BHC Oke,,
270,Ekiti,OYE,BHC Oloje,,
271,Ekiti,OYE,BHC Omu,,
272,Ekiti,OYE,B H C Omu Odo,,
273,Ekiti,OYE,BHC Orisunmibare,,
274,Ekiti,OYE,BHC Osin,,
275,Ekiti,OYE,B H C Oye,,
276,Ekiti,OYE,CHC Ayede,,
277,Ekiti,OYE,CHC Ayegbaju,,
278,Ekiti,OYE,CHC Isan,,
279,Ekiti,OYE,C H C Oye,,
280,Ekiti,OYE,General Hospital Ayede,Ayede General Hospital,Ekiti
281,Ekiti,OYE,General Hospital Itapa,Isapa General Hospital,Ekiti
282,Ekiti,OYE,General Hospital Oye,Oye General Hospital,Ekiti
283,Ekiti,OYE,Jtd Ire Ekiti,,
284,Ekiti,OYE,Model Health Centre Ilupeju,Ilupeju Model Health Centre,Ekiti
285,Ekiti,OYE,Model Health Centre Ilupeju Ekiti,Ilupeju Model Health Centre,Ekiti
286,Ekiti,OYE,Model Ilupeju,,
287,Ekiti,OYE,Model Ire Ekiti,,
288,State,LGA collation hub,Testing Hub Facility,,
289,Ebonyi,Abakaliki,St Patrick Hospital Abakaliki (Mile 4),ST. Patrick Hospital Mile Four  Abakaliki,Ebonyi
290,Ebonyi,Abakaliki,FETHA 1,,
291,Ebonyi,Abakaliki,"Mater Miscericordiae Hospital, Afikpo",Mater Misericordiae Hospital,Ebonyi
292,Ebonyi,Abakaliki,"Presbyterian Joint Hospital, Uburu",The Presbyterian Hospital Ukawu,Ebonyi
293,Ebonyi,Abakaliki,Ezzangbo General Hospital,Ezzangbo General Hospital,Ebonyi
294,Ebonyi,Abakaliki,Ebonyi State DRTB Treatment Centre Abakaliki,,
295,Ebonyi,Abakaliki,GH ONUEKE TB LAB-NIGERIA,,
296,Ebonyi,Abakaliki,TOUCH DIAGNOSTICA NIG LTD ABAKALIKI,,
297,Ebonyi,Abakaliki,Federal Teaching Hospital Abakaliki,"Bethel Hospital, Abakaliki",Ebonyi
298,Edo,,IGARRA GENERAL HOSP. AKOKO EDO,Igarra General Hospital,Edo
299,Edo,,"UBTH, BENIN EGOR LG",,
300,Edo,,"ISTH IRRUA, ESAN CENTRAL",,
301,Edo,,ST. CAMILLUS HOSP. ESAN NE,,
302,Edo,,"GENERAL HOSP UBIAJA, ESAN SE",General Hospital Ubiaja,Edo
303,Edo,,"ESTH, AUCH ETSAKO WEST",,
304,Edo,,"CENTRAL HOSP. BENIN, OREDO",Central Hospital Benin City,Edo
305,Edo,,GENERAL HOSP. ABUDU,General Hospital Abudu,Edo
306,Edo,,"FAITH MEDIPLEX, OREDO",Faith Mediplex,Edo
307,Edo,,IRUA SPECIALIST HOSPITAL,Sage Specialist Hospital,Edo
308,Edo,,ST. CAMILLUS CATHOLIC HOSPPITAL,St Camillus Catholic Hospital,Edo
309,Edo,,EDO STATE UNIVERSITY TEACHING HOSPITAL AUCHI,University of Benin Teaching Hospital,Edo
310,Edo,,CENTRAL HOSPITAL BENIN AND FAITH MEDIPLEX,Central Hospital Benin City,Edo
311,Edo,,FAITH MEDIPLEX BENIN AND CENTRAL HOSPITAL BENIN,,
312,Edo,,GENERAL HOSPITAL ABUDU AND GENERAL HOSPITAL IGBANKE,,
313,Edo,,UNIVERSITY OF BENIN TEACHING HOSPITAL,University of Benin Teaching Hospital,Edo
314,Ekiti,,EKSUTH/OBA ADEJUYIGBE GENERAL HOSPITAL,"Oba Adejugbe General Hospital, Ado",Ekiti
315,Ekiti,,G/H ARAMOKO/OBA ADEJUYIGBE GENERAL HOSPITAL,"Oba Adejugbe General Hospital, Ado",Ekiti
316,Ekiti,,SSH IKOLE,,
317,Ekiti,,OBA ADEJUYIGBE GENERAL HOSPITAL / EKSUTH,"Oba Adejugbe General Hospital, Ado",Ekiti
318,Ekiti,,G/H ARAMOKO,Chc Aramoko,Ekiti
319,Ekiti,,SSH IKERE,,
320,Ekiti,,OBA ADEJUYIGBE GENERAL HOSPITAL,"Oba Adejugbe General Hospital, Ado",Ekiti
321,Ekiti,,FTH IDO,,
322,Ekiti,,G/H ARAMOKO/ FTH IDO,,
323,Ekiti,,EKSUTH,,
324,Enugu,Enugu East,Ntasi Obi Ndi N'Afufu Specialist Hospital,Ntasi Obi Ndi N'Afufu Specialist Hospital,Enugu
325,Enugu,IGBOEZE- NORTH,Enugu-Ezike District Hospital,Hope Hospital (Enugu East),Enugu
326,Enugu,Awgu,University of Nigeria Teaching Hospital (Nkanu West),University of Nigeria Teaching Hospital (Nkanu West),Enugu
327,Enugu,Nsukka,Bishop Shannahan Hospital,Bishop Shannahan Hospital,Enugu
328,Enugu,Enugu North,Enugu State University Teaching Hospital,University of Nigeria Teaching Hospital ICH (Enugu North),Enugu
329,Enugu,Enugu East,82 Division Military Hospital,82 Division Military Hospital,Enugu
330,Enugu,Enugu South,Eastern Nigeria Medical Centre,Eastern Nigeria Medical Centre,Enugu
331,Enugu,Nkanu West,Agbani District HospitaL,Awgu District Hospital,Enugu
332,Enugu,Isi Uzo,Ikem District Hospital,Udi District Hospital,Enugu
333,Enugu,Oji-River,Oji River District Hospital,Udi District Hospital,Enugu
334,Enugu,Nsukka,Daughters of Divine Love Hospital,Daughters of Divine Love Hospital,Enugu
335,Enugu,Udi,"Udi General Hospital, Udi","Udi General Hospital, Udi",Enugu
336,Enugu,Enugu East,Annunciation Specialist Hospital,Annunciation Specialist Hospital,Enugu
337,Enugu,Udenu,LONA BIOMEDICAL CENTER OBOLLO AFOR,,
338,Enugu,Enugu South,NIGER FOUNDATION HOSP.,Niger Foundation Hospital,Enugu
339,FCT,ABAJI,ABAJI GENERAL HOSPITAL,Abaji General Hospital,FCT
340,FCT,AMAC,National hospital Abuja,National Hospital (Abuja),FCT
341,FCT,AMAC,NIRPD Idu,,
342,FCT,AMAC,Defense Headquarters Medical Centre Abuja,Defense Headquarters Medical Centre Abuja,FCT
343,FCT,AMAC,Garki Hospital,Garki Hospital,FCT
344,FCT,AMAC,Wuse District Hospital,Maitama District Hospital,FCT
345,FCT,AMAC,Maitama District Hospital,Maitama District Hospital,FCT
346,FCT,AMAC,Asokoro General Hospital,Asokoro General Hospital,FCT
347,FCT,AMAC,Nyanya General Hospital,Nyanya General Hospital,FCT
348,FCT,GWAGWALADA,Kuchingoro Primary Health Care Centre,Kuchingoro Primary Health Care Centre,FCT
349,FCT,GWAGWALADA,DSS ABUJA,,
350,FCT,GWAGWALADA,Kubwa General Hospital,Kubwa General Hospital,FCT
351,FCT,GWAGWALADA,Bwari General Hospital,Abaji General Hospital,FCT
352,FCT,ABAJI,AYAURA PHC,,
353,FCT,AMAC,Apo Resettlement PHC,,
354,FCT,BWARI,KABUSA PHC,,
355,FCT,BWARI,KARSHI GENERAL HOSPITAL,Karshi General Hospital,FCT
356,FCT,BWARI,DSS MEDICAL CENTRE,Efab Medical Centre,FCT
