id,state,lga,facility_name
133,Adamawa,madagali,kirchinga PHCC
134,Adamawa,madagali,Shuwa PHCC
135,Adamawa,madagali,PallamPHCC
136,Adamawa,madagali,Cottage hospital Gulak
137,Adamawa,madagali,wuro gas HC
138,Adamawa,madagali,Gulak MDG
139,Adamawa,madagali,WULLA PHCC
140,Adamawa,madagali,Duhu PHCC
141,Adamawa,madagali,Madagali PHCC
142,Adamawa,madagali,Model mildo PHCC
143,Adamawa,madagali,Mayo wandu HC
144,Adamawa,madagali,Wagga PHCC
145,Adamawa,mayo belwa,cottage hospital
146,Adamawa,mayo belwa,Town ship clinic
147,Adamawa,mayo belwa,Ardo clinic
148,Adamawa,mayo belwa,Kowa clinic
149,Adamawa,mayo belwa,Tola phcc
150,Adamawa,mayo belwa,Binyeri phcc
151,Adamawa,mayo belwa,Nassarawo Jereng phcc
152,Adamawa,mayo belwa,Ndikong phcc
153,Adamawa,mayo belwa,Wuro Yombe clinic
154,Adamawa,mayo belwa,Jumtobe phcc
155,Adamawa,mayo belwa,Gangfada phcc
156,Adamawa,mayo belwa,Gengle phcc
157,Adamawa,mayo belwa,Tugga phcc
158,Adamawa,mayo belwa,Yoffo Clinic
159,Adamawa,mayo belwa,mayo farang phcc
160,Adamawa,mayo belwa,Ribadu yoffo phcc
161,Adamawa,mayo belwa,Labbare phcc
162,Adamawa,mayo belwa,Bajama phcc
163,Adamawa,Guyuk,Guyuk phcc
164,Adamawa,Guyuk,Cottage hospital
165,Adamawa,Guyuk,Chikila phcc
166,Adamawa,Guyuk,Boshikiri phcc
167,Adamawa,Guyuk,Kwadadai phcc
168,Adamawa,Guyuk,Burthi phcc
169,Adamawa,Guyuk,Bobini fmhc
170,Adamawa,Guyuk,Sili kasa phcc
171,Adamawa,Guyuk,Pondiwe phcc
172,Adamawa,Guyuk,Kerau phcc
173,Adamawa,Guyuk,Banjiram phcc
174,Adamawa,Guyuk,Gunda phcc
175,Adamawa,Guyuk,Bodeno phcc
176,Adamawa,Guyuk,Lokoro phcc
177,Adamawa,Guyuk,Dumna Dutse phcc
178,Adamawa,Guyuk,Dumna Zerbu phcc
179,Adamawa,SHELLENG,NYSC CLINIC
180,Adamawa,SHELLENG,KIRI PHCC
181,Adamawa,SHELLENG,WUROYANKA PHCC
182,Adamawa,SHELLENG,KATTE PHCC
183,Adamawa,SHELLENG,JABI PHCC
184,Adamawa,SHELLENG,KAMBILAM PHCC
185,Adamawa,SHELLENG,KEM PHCC
186,Adamawa,SHELLENG,BOBERE PHCC
187,Adamawa,SHELLENG,GUNDO PHCC
188,Adamawa,SHELLENG,WUROLADDE PHCC
189,Adamawa,SHELLENG,GWAGARAP PHCC
190,Adamawa,SHELLENG,KULA PHCC
191,Adamawa,SHELLENG,SHELLONG TOWN CLINIC
192,Adamawa,SHELLENG,DALWA PHCC
193,Adamawa,SHELLENG,BODWAI PHCC
194,Adamawa,SHELLENG,KARLAJE PHCC
195,Adamawa,SHELLENG,KIRI MCH
196,Adamawa,SHELLENG,JAMALI PHCC
197,Adamawa,SHELLENG,BAKTA PHCC
198,Adamawa,SHELLENG,DONGE PHCC
199,Adamawa,SHELLENG,KETEMBERE PHCC
200,Adamawa,SHELLENG,TALUM PHCC
201,Adamawa,SHELLENG,DASO FULANI PHCC
202,Adamawa,SHELLENG,TETEK PHCC
203,Adamawa,Michika,General Hospital Michika
204,Adamawa,Michika,Michika Town PHCC
205,Adamawa,Michika,Moda PHCC
206,Adamawa,Michika,Buppa PHCC
207,Adamawa,Michika,Bazza Town PHCC
208,Adamawa,Michika,Watu PHC
209,Adamawa,Michika,Jigalambu PHCC
210,Adamawa,Michika,Tsukumu PHCC
211,Adamawa,Michika,Garta PHCC
212,Adamawa,Michika,Minkisi PHCC
213,Adamawa,Michika,Kwabapale PHCC
214,Adamawa,Michika,Futu PHCC
215,Adamawa,Michika,Dlaka PHC
216,Adamawa,Michika,Kankilia PHC
217,Adamawa,Michika,Kuburshosho PHCC
218,Adamawa,Michika,Khouro PHCC
219,Adamawa,Michika,Bokka PHCC
220,Adamawa,Michika,Kofan sarki PHCC
221,Adamawa,Michika,Muni PHC
222,Adamawa,Michika,Watsilla PHC
223,Adamawa,Michika,Kudzum PHC
224,Adamawa,Michika,Tamawa Clinic
225,Adamawa,Michika,Michika 2 PHCC
226,Adamawa,Michika,Wambilimi PHCC
227,Adamawa,Michika,Main Market PHCC
228,Adamawa,Michika,Tudunwada PHC
229,Adamawa,Girei,Girei B. PHCC
230,Adamawa,Girei,Vunoklang PHCC
231,Adamawa,Girei,Jabbi-lamba PHCC
232,Adamawa,Girei,Tambo PHCC
233,Adamawa,Girei,Gereng PHCC
234,Adamawa,Girei,Girei A PHCC
235,Adamawa,Girei,Damare PHCC
236,Adamawa,Girei,Dakri PHCC
237,Adamawa,Girei,Sangere PHC
238,Adamawa,Girei,Federal Housing PHC
239,Adamawa,Girei,Njabbore PHC
240,Adamawa,Girei,Jera Bonyo PHCC
241,Adamawa,Girei,Battare PHC
242,Adamawa,Girei,Bajabure PHC
243,Adamawa,Girei,Koh PHC
244,Adamawa,Girei,Kangling PHC
245,Adamawa,Girei,Ngawa PHCC
246,Adamawa,Girei,Wuro Dole PHC
247,Adamawa,Girei,Bakopi PHC
248,Adamawa,Girei,Luru PHC
249,Adamawa,Girei,Malam madugu PHC
250,Adamawa,Girei,Gudusu PHC
251,Adamawa,SONG,COTTAGE HOSPITAL HOSPITAL SONG
252,Adamawa,SONG,CLINIC A PHCC
253,Adamawa,SONG,CLINIC B PHCC
254,Adamawa,SONG,TSOHON LOKO H/C
255,Adamawa,SONG,MURKE PHCC
256,Adamawa,SONG,MULLENG PHCC
257,Adamawa,SONG,GALAMBA PHCC
258,Adamawa,SONG,WURO DAUDU PHCC
259,Adamawa,SONG,GURIKI PHCC
260,Adamawa,SONG,SIGIRE PHCC
261,Adamawa,SONG,GOLANTABAL PHCC
262,Adamawa,SONG,GUDU PHCC
263,Adamawa,SONG,SALASA PHCC
264,Adamawa,SONG,ROMA H/C
265,Adamawa,SONG,SUKTU TSARKI PHCC
266,Adamawa,SONG,WALTADI PHCC
267,Adamawa,SONG,PRAMBE PHCC
268,Adamawa,SONG,SHIURE H/C
269,Adamawa,SONG,DIRMA PHCC
270,Adamawa,SONG,DUMNE PHCC
271,Adamawa,SONG,SHILON PHCC
272,Adamawa,HONG,FMC HONG
273,Adamawa,HONG,CLINIC C
274,Adamawa,HONG,EYN KWARHI
275,Adamawa,HONG,GARAHA
276,Adamawa,HONG,GAYA KUVA
277,Adamawa,HONG,HILDI
278,Adamawa,HONG,KALA'A
279,Adamawa,HONG,KWAKWAH
280,Adamawa,HONG,PELLA W I H
281,Adamawa,HONG,PURI MOMORAL
282,Adamawa,HONG,UBA B
283,Adamawa,HONG,ZHEDINIYI
284,Adamawa,HONG,DULWARCHRI
285,Adamawa,HONG,GASHALA KUFUM
286,Adamawa,HONG,GAYA SIKALMI
287,Adamawa,HONG,BANGSHIKA
288,Adamawa,HONG,TAIMAKO
289,Adamawa,HONG,KWAMBULA
290,Adamawa,HONG,BUZZA
291,Adamawa,HONG,MAKERA
292,Adamawa,HONG,MIJILI
293,Adamawa,HONG,MOMBOL
294,Adamawa,HONG,GARARI
295,Adamawa,HONG,CLINIC A
296,Adamawa,HONG,MUGA
297,Adamawa,HONG,GASHALA MAMMUDU
298,Adamawa,HONG,KRUMI
299,Adamawa,HONG,KWARHI
300,Adamawa,HONG,UBA A
301,Adamawa,HONG,DAKSIRI
302,Adamawa,HONG,Dakza
303,Adamawa,HONG,Maki
304,Adamawa,HONG,Mblawaha
305,Adamawa,LAMURDE,LAMURDE
306,Adamawa,LAMURDE,GYAWANA
307,Adamawa,LAMURDE,LAFIYA WAJA
308,Adamawa,LAMURDE,FEDERAL MODEL
309,Adamawa,LAMURDE,TINGNO DUTSE
310,Adamawa,LAMURDE,SUWA
311,Adamawa,LAMURDE,BALAIFI
312,Adamawa,LAMURDE,DUGBANGUN
313,Adamawa,LAMURDE,RIGANGE
314,Adamawa,LAMURDE,SABONLAYI
315,Adamawa,LAMURDE,WADUKU
316,Adamawa,LAMURDE,SAVANNAH
317,Adamawa,LAMURDE,OPALO
318,Adamawa,LAMURDE,NGBAKOWO
319,Adamawa,LAMURDE,MAMSIRME
320,Adamawa,LAMURDE,LASSUN
321,Adamawa,LAMURDE,GYAKAN
322,Adamawa,LAMURDE,TIPTO
323,Adamawa,Toungo,Toungo cottage hospital
324,Adamawa,Toungo,kiri health clinic
325,Adamawa,Toungo,Naya clinic
326,Adamawa,Toungo,metani phcc
327,Adamawa,Toungo,Toungo 1phcc
328,Adamawa,Toungo,Gangzamanu phcc
329,Adamawa,Toungo,Timbukum phcc
330,Adamawa,Toungo,Timbo phcc
331,Adamawa,Toungo,M/butali health post
332,Adamawa,Toungo,Kilalai phcc
333,Adamawa,Toungo,kogin babaphcc
334,Adamawa,Toungo,Daduken phcc
335,Adamawa,Toungo,Davem health post
336,Adamawa,Toungo,Gangseni phcc
337,Adamawa,Toungo,Yeliso model health center
338,Adamawa,MUBI SOUTH,DIRBISHI PHCC
339,Adamawa,MUBI SOUTH,DUVU PHCC
340,Adamawa,MUBI SOUTH,GELLA PHCC
341,Adamawa,MUBI SOUTH,GUDE PHCC
342,Adamawa,MUBI SOUTH,G.H.MUBI
343,Adamawa,MUBI SOUTH,KAGII PHCC
344,Adamawa,MUBI SOUTH,KWAJA PHCV
345,Adamawa,MUBI SOUTH,LAMURDE PHCC
346,Adamawa,MUBI SOUTH,MONDUVA PHCC
347,Adamawa,MUBI SOUTH,MUDA PHCC
348,Adamawa,MUBI SOUTH,MUGULBU PHCC
349,Adamawa,MUBI SOUTH,MUJARA PHCC
350,Adamawa,MUBI SOUTH,NASSARAWO PHCC
351,Adamawa,MUBI SOUTH,SAHUDA PHCC
352,Adamawa,MUBI SOUTH,ARHAKUNU PHCC
353,Adamawa,MUBI SOUTH,WURO PATUJE PJCC
354,Adamawa,MUBI SOUTH,YAZA PPM
355,Adamawa,MUBI SOUTH,NJA'A HOSPITAL
356,Adamawa,jada,phcc jada 1
357,Adamawa,Jada,General Hospital Jada
358,Adamawa,Jada,Phcc Wuro Abbo
359,Adamawa,Jada,Phcc kojoli
360,Adamawa,Jada,Phcc Nassarawo Koma
361,Adamawa,Jada,Phc Gonglare
362,Adamawa,Jada,Phcc Dashen
363,Adamawa,Jada,Phc Kilbawo
364,Adamawa,Jada,Phcc Wuro Yerima
365,Adamawa,Jada,Phc Jarandi Gada
366,Adamawa,Jada,Phcc mayo Hako
367,Adamawa,Jada,Phcc so'o
368,Adamawa,Jada,Phcc Mapeo
369,Adamawa,Jada,Phc Betti
370,Adamawa,Jada,Phc wuro kuna
371,Adamawa,Jada,Phcc Mbulo
372,Adamawa,Jada,Phc Saman
373,Adamawa,Jada,Phcc Danaba
374,Adamawa,Jada,Phc Gangsanji
375,Adamawa,Jada,Phc Nyibango
376,Adamawa,Yola South,Yola Central Dispensary
377,Adamawa,Yola South,M.A.U.T.H
378,Adamawa,Yola South,Njoboli PHCC
379,Adamawa,Yola South,MCH Ngurore
380,Adamawa,Yola South,Shagari PHCC
381,Adamawa,Yola South,Yolde Pate Dispensary
382,Adamawa,Yola South,Wuro Hausa PHCC
383,Adamawa,Yola South,Wuro Hausa Dispensary
384,Adamawa,Yola South,Yola Prison
385,Adamawa,Yola South,Adamawa Hospital
386,Adamawa,Yola South,Bako PHCC
387,Adamawa,Yola South,Kisibi Specialist Clinic
388,Adamawa,Yola South,Damare Polo PHCC
389,Adamawa,Yola South,Wauro Jabbe PHCC
390,Adamawa,Yola South,Belldome Consult
391,Adamawa,Yola South,Namtari Manga PHCC
392,Adamawa,Yola South,Meddy Private Clinic
393,Adamawa,Yola South,Rumde Jabbi PHCC
394,Adamawa,Yola South,Aisha Clinic and Maternity
395,Adamawa,Yola South,G.D Chainrai Ngurore
396,Adamawa,Yola South,Yelwa Clinic and Maternity
397,Adamawa,Yola South,Gongoshi Wuro Ardo PHCC
398,Adamawa,Yola South,Hosere Mbebe PHCC
399,Adamawa,Yola South,Malkohi PHCC
400,Adamawa,Yola South,Mbamba PHCC
401,Adamawa,Yola South,Nakowa Nursing and Maternity
402,Adamawa,Yola South,Toungo PHCC
403,Adamawa,Yola South,Lamido Aliyu M. Health Clinic
404,Adamawa,Fufore,Chigari PHCC
405,Adamawa,Fufore,Chikito PHCC
406,Adamawa,Fufore,Cottage Hospital Fufore
407,Adamawa,Fufore,Dasin PHCC
408,Adamawa,Fufore,Pariya PHCC
409,Adamawa,Fufore,Wuro Bokki PHCC
410,Adamawa,Fufore,Malabu PHCC
411,Adamawa,Fufore,Farang PHCC
412,Adamawa,Fufore,MCH Fufore
413,Adamawa,Fufore,ST Mary’s
414,Adamawa,Fufore,Gurin PHCC
415,Adamawa,Fufore,Ribadu PHCC
416,Adamawa,Fufore,KarlahiPHCC
417,Adamawa,Fufore,Mayo Ine PHCC
418,Adamawa,Fufore,Daware PHCC
419,Adamawa,Fufore,Yadim PHCC
420,Adamawa,Fufore,Muninga PHCC
421,Adamawa,Fufore,kabillo PHCC
422,Adamawa,Fufore,Belichuti PHCC
423,Adamawa,Fufore,Wuro Ardo PHCC
424,Adamawa,Fufore,Bagale PHCC
425,Adamawa,Fufore,Cholli PHCC
426,Adamawa,Fufore,Gogra PHCC
427,Adamawa,Fufore,kiri PHCC
428,Adamawa,Fufore,Dulo Bwaliye PHCC
429,Adamawa,Fufore,Digino PHCC
430,Adamawa,Fufore,Chafajaule PHCC
431,Adamawa,Fufore,Parda PHCC
432,Adamawa,Fufore,Wafango PHCC
433,Adamawa,Fufore,Bengo PHCC
434,Adamawa,Fufore,Furo PHCC
435,Adamawa,Fufore,Bilachi PHCC
436,Adamawa,Fufore,Dengeshi PHCC
437,Adamawa,Fufore,Magdari PHCC
438,Adamawa,Fufore,Mubako PHCC
439,Adamawa,Numan,Gwedamallam
440,Adamawa,Numan,Zagun
441,Adamawa,Numan,Imburu
442,Adamawa,Numan,Ngbalang
443,Adamawa,Numan,Vulpi
444,Adamawa,Numan,Salti
445,Adamawa,Numan,Kodomti Phcc
446,Adamawa,Numan,Sabon Pegi Phcc
447,Adamawa,Numan,Makera Phcc
448,Adamawa,Numan,Lccn Clinic
449,Adamawa,Numan,Basha Clinic
450,Adamawa,Numan,GH Numan
451,Adamawa,Numan,Bamtato phcc
452,Adamawa,Numan,Pare Phcc
453,Adamawa,Numan,Gamadio phcc
454,Adamawa,Numan,J-Rapha Phcc
455,Adamawa,Numan,Kikan Phcc
456,Adamawa,Numan,Shekina Clinic
457,Adamawa,Numan,Wisdom Clinic
458,Adamawa,Numan,Bare Phcc
459,Adamawa,Numan,Prison
460,Adamawa,Numan,Nzumosu Phcc
461,Adamawa,Numan,Bolki Phcc
462,Adamawa,Numan,Gemun phcc
463,Adamawa,Numan,Nzoruwe Phcc
464,Adamawa,Numan,Dowaya Phcc
465,Adamawa,Numan,Sabon Pegi Bare
466,Adamawa,Numan,Kwapukai Phcc
467,Adamawa,Numan,Ubandoma Bare Phcc
468,Adamawa,Numan,Kwakombe Phcc
469,Adamawa,Numan,Pillow Tara Phcc
470,Adamawa,Numan,Wodi Sakato Phcc
471,Adamawa,Numan,Wayam Phcc
472,Adamawa,Numan,Zabarma Phcc
473,Adamawa,Numan,Dankoli Clinic
474,Adamawa,Numan,Bemti Phcc
475,Adamawa,Numan,Lawe Phcc
476,Adamawa,Numan,Kwa Uba Phcc
477,Adamawa,Numan,Ngwalti phcc
478,Adamawa,Numan,Wodi Lure Phcc
479,Adamawa,Numan,Yanga Phcc
480,Adamawa,Numan,Shaforon Phcc
481,Adamawa,Numan,Ngalapun Phcc
482,Adamawa,Gombi,Aminatu Memorial Clinic
483,Adamawa,Gombi,Alema Clinic & Maternity
484,Adamawa,Gombi,St. Mary's Clinic & Maternity
485,Adamawa,Gombi,Ganjara PHC
486,Adamawa,Gombi,Taimako Clinic & Maternity
487,Adamawa,Gombi,Salvation Clinic & Maternity
488,Adamawa,Gombi,Garin Dadi Clinic
489,Adamawa,Gombi,Fotta Medical Centre
490,Adamawa,Gombi,LCCN Dispensary Ga'anda
491,Adamawa,Gombi,LCCN Dispensary Zangra
492,Adamawa,Gombi,Mijiwana PHC
493,Adamawa,Gombi,Halali Hospital
494,Adamawa,Gombi,Jama'a Hospital
495,Adamawa,Gombi,Hushipra PHC
496,Adamawa,Gombi,Girgitlang PHC
497,Adamawa,Gombi,GH Garkida
498,Adamawa,Gombi,Dzangola PHC
499,Adamawa,Gombi,EYN Clinic Garkida
500,Adamawa,Gombi,LCCN Dispensary Gombi
501,Adamawa,Gombi,Clinic C Gombi
502,Adamawa,Gombi,Muchalla PHCC
503,Adamawa,Gombi,Noma Cinic & Maternuty
504,Adamawa,Gombi,Wuyaku PHC
505,Adamawa,Gombi,Clinic B Gombi
506,Adamawa,Gombi,Harmitsi Memorial Clinic
507,Adamawa,MAIHA,COTTAGE HOSPITAL MAIHA
